step,date_label,profile_time,p_634_A_W,p_634_B_W,p_634_C_W,p_645_B_W,p_646_B_W,p_652_A_W,p_671_A_W,p_671_B_W,p_671_C_W,p_675_A_W,p_675_B_W,p_675_C_W,p_692_C_W,p_611_C_W
12,7-Jan-13,6:00,34082.7265625,20626.220703125,20463.615234375,31095.876953125,46518.5078125,18761.681640625,75375.4921875,62320.24609375,76246.7109375,84628.671875,15948.96875,48069.71875,23861.857421875,24889.853515625
13,7-Jan-13,6:30,32006.134765625,20621.478515625,20555.53515625,29148.818359375,44996.24609375,19261.78125,73423.0390625,63480.6640625,73289.953125,84762.6328125,15676.880859375,48533.578125,27116.646484375,28079.11328125
14,7-Jan-13,7:00,33994.6796875,20078.126953125,20320.01953125,28254.513671875,43648.53125,20816.080078125,71154.4921875,67109.9375,71809.5625,87687.1875,15166.720703125,51714.75390625,29798.94140625,30511.88671875
15,7-Jan-13,7:30,28068.25,18130.91015625,21460.1171875,25837.94140625,38935.67578125,18835.71875,66149.359375,66529.734375,60818.9140625,78561.5078125,14466.50390625,48761.796875,34482.4609375,25796.357421875
16,7-Jan-13,8:00,23867.548828125,13104.8505859375,16776.78515625,19650.208984375,29814.984375,12436.447265625,50059.65625,44387.83203125,49600.1015625,56401.09765625,9687.0244140625,35525.48046875,31459.689453125,20266.552734375
17,7-Jan-13,8:30,18449.748046875,9822.8369140625,12395.79296875,16689.17578125,22928.06640625,9493.8740234375,39035.0703125,33029.78515625,40917.98828125,43518.59375,8370.611328125,28207.12109375,33150.09375,15475.0048828125
18,7-Jan-13,9:00,19219.431640625,10162.3642578125,5749.57958984375,13550.1875,20879.591796875,6389.26318359375,33055.671875,14437.1513671875,38835.484375,27863.50390625,9975.11328125,15096.884765625,33300.12890625,7178.32275390625
19,7-Jan-13,9:30,5219.19140625,1091.21728515625,-608.5592651367188,-1088.33935546875,6366.380859375,256.05059814453125,6769.57080078125,-6958.48388671875,10242.4951171875,946.18701171875,2178.6806640625,1516.4906005859375,33708.76171875,1466.474365234375
20,7-Jan-13,10:00,-962.2603759765625,-5909.72412109375,-8010.06787109375,-12373.8603515625,-6106.119140625,-5939.18896484375,-11262.623046875,-28148.048828125,-9406.2939453125,-20614.125,-4591.43408203125,-12297.9794921875,29793.26953125,-5015.623046875
21,7-Jan-13,10:30,-13497.2001953125,-6593.23193359375,-14325.236328125,-19621.828125,-15185.5009765625,-4788.9482421875,-28876.68359375,-37581.41015625,-24830.017578125,-36133.4921875,-5905.9677734375,-20306.576171875,32511.880859375,-11497.72265625
22,7-Jan-13,11:00,-24233.626953125,-8322.7744140625,-18089.3359375,-32127.994140625,-24890.6640625,-7827.27294921875,-46858.6875,-54933.61328125,-44886.83203125,-64031.67578125,-7625.9521484375,-27554.921875,31381.669921875,-20386.6015625
23,7-Jan-13,11:30,-30167.349609375,-14388.9375,-23995.58984375,-34641.02734375,-36622.34765625,-16669.298828125,-63000.5546875,-73712.296875,-59372.421875,-82162.265625,-11987.9287109375,-47045.2421875,32251.806640625,-25120.12890625
24,7-Jan-13,12:00,-30741.85546875,-14390.32421875,-23588.392578125,-33869.96484375,-39710.75,-17503.548828125,-64677.359375,-70504.90625,-61841.29296875,-82324.328125,-12037.7529296875,-44738.5,34858.51171875,-23017.4609375
25,7-Jan-13,12:30,-32168.263671875,-16430.521484375,-25456.099609375,-31659.966796875,-45443.92578125,-20061.974609375,-68839.890625,-70891.3046875,-65361.90234375,-82152.2734375,-11353.54296875,-50442.359375,38733.4296875,-21845.083984375
26,7-Jan-13,13:00,-35446.97265625,-14544.54296875,-28403.42578125,-34026.734375,-46619.84765625,-21918.443359375,-70948.6796875,-73530.265625,-68834.765625,-86045.40625,-12812.01171875,-50122.20703125,39913.7265625,-21198.85546875
27,7-Jan-13,13:30,-38843.078125,-16135.25,-31253.185546875,-40096.546875,-49197.453125,-22014.5625,-77756.3359375,-74612.609375,-77312.7734375,-90421.875,-13946.345703125,-52230.890625,42218.2578125,-19170.19921875
28,7-Jan-13,14:00,-33614.38671875,-19970.9921875,-33784.38671875,-35285.28515625,-49583.14453125,-27419.701171875,-78650.1171875,-84106.0546875,-73037.8671875,-93101.34375,-16407.111328125,-63458.5234375,40981.953125,-26478.564453125
29,7-Jan-13,14:30,-25840.09375,-21636.97265625,-30134.298828125,-16893.228515625,-47501.15625,-22584.4453125,-69512.046875,-71829.6328125,-58762.21484375,-70701.9140625,-19047.955078125,-59457.23046875,46597.28515625,-26292.501953125
30,7-Jan-13,15:00,-22668.76953125,-19391.9453125,-23613.884765625,-13452.1025390625,-43052.74609375,-17521.46875,-60109.8984375,-58586.90625,-48503.78515625,-57245.33203125,-20607.873046875,-48571.7421875,48411.76953125,-22369.25
31,7-Jan-13,15:30,-19440.568359375,-12089.26953125,-9354.6318359375,-6311.998046875,-29308.408203125,-14058.7607421875,-32625.541015625,-28348.119140625,-26816.494140625,-31906.94140625,-13498.2197265625,-25280.19140625,54147.1171875,-9164.9697265625
32,7-Jan-13,16:00,-13430.94140625,-2307.419921875,-1705.867919921875,5713.7841796875,-12698.4921875,-7219.42919921875,-11964.771484375,1835.9266357421875,578.14111328125,-3298.653076171875,-6490.02392578125,-6794.201171875,56081.6796875,798.2586059570312
33,7-Jan-13,16:30,-4384.62744140625,8017.61376953125,-985.917724609375,9150.85546875,3349.215576171875,-9287.8359375,6854.37060546875,11293.6484375,19996.28125,9767.8837890625,-551.3157348632812,6185.4111328125,53791.1640625,11963.3876953125
34,7-Jan-13,17:00,2131.74560546875,19766.14453125,9322.5517578125,20740.455078125,20152.4921875,2423.177001953125,32705.6484375,29504.533203125,47621.6640625,31977.142578125,7356.29443359375,27989.060546875,50748.4375,17829.7734375
35,7-Jan-13,17:30,17811.6796875,31591.4296875,16871.02734375,33220.578125,39158.25390625,23032.587890625,65243.24609375,61932.09765625,76093.328125,72186.34375,15836.94140625,58588.9609375,52293.26953125,24511.93359375
36,7-Jan-13,18:00,38152.14453125,41113.5234375,35089.8984375,46348.52734375,66975.6328125,41686.1796875,106744.9375,114917.046875,110645.21875,130117.515625,26384.21484375,91317.5078125,66442.3515625,44449.12890625
37,7-Jan-13,18:30,49332.28515625,45574.82421875,43543.75390625,60326.8359375,84035.2734375,47093.1328125,133615.125,139653.921875,142211.109375,160871.6875,34580.7578125,111050.8828125,61775.8828125,49716.18359375
38,7-Jan-13,19:00,68498.5546875,41938.2890625,51669.8046875,72195.7890625,88164.6171875,53515.203125,156591.609375,148058.8125,162680.9375,186860.640625,29553.140625,122827.703125,55714.0234375,50056.19921875
39,7-Jan-13,19:30,67585.8671875,40313.38671875,49662.8515625,74465.5234375,83784.0546875,51318.09375,152791.671875,149877.4375,159167.28125,189905.34375,29281.0859375,118270.296875,56177.875,55251.89453125
40,7-Jan-13,20:00,62459.984375,44248.8515625,45645.35546875,75451.0,84361.9296875,55402.88671875,146594.265625,155259.34375,153982.015625,193061.921875,29656.591796875,119336.640625,61525.1953125,58200.84765625
41,7-Jan-13,20:30,67913.265625,47835.8515625,39122.20703125,60830.6484375,95869.8359375,52614.33203125,150663.171875,138153.234375,150827.234375,182477.828125,27118.380859375,117520.0625,55291.65625,53915.46484375
42,7-Jan-13,21:00,73027.21875,52514.25,40713.3828125,55227.77734375,106699.5,45384.5625,162894.890625,128694.2734375,159264.0,174820.984375,35043.5703125,114714.03125,49486.87109375,52235.1171875
43,7-Jan-13,21:30,69277.3203125,49031.53515625,38642.10546875,54770.83984375,100707.7421875,42582.56640625,153888.6875,127385.5390625,151615.359375,171692.53125,32788.2890625,108694.3984375,50662.37109375,53171.796875
44,7-Jan-13,22:00,83099.046875,43836.24609375,40116.98828125,53718.38671875,111718.890625,45887.19921875,163257.90625,126725.3359375,161779.640625,185273.125,28687.029296875,109901.59375,47003.53515625,49577.953125
45,7-Jan-13,22:30,74450.6484375,43727.99609375,38015.55859375,50640.0078125,104815.25,40007.91015625,151779.53125,116811.65625,152545.484375,164056.421875,33062.296875,100464.390625,42350.3984375,46178.91796875
46,7-Jan-13,23:00,61016.44140625,34720.87109375,34418.62109375,54713.0390625,82258.375,34348.76953125,128099.8984375,109699.1015625,131052.171875,150661.671875,28098.75390625,84581.3515625,44468.9375,43233.984375
47,7-Jan-13,23:30,49635.6640625,34372.17578125,31317.630859375,52317.40234375,69715.1328125,25723.16796875,111678.828125,95776.25,113023.9140625,124366.984375,32182.06640625,67299.6171875,40447.99609375,36269.796875
48,8-Jan-13,0:00,44359.3828125,30344.9140625,28734.853515625,44311.5859375,58929.12109375,24820.888671875,100987.5,84672.25,101330.9609375,110793.8125,26660.296875,63637.359375,33798.328125,33903.921875
49,8-Jan-13,0:30,47060.4609375,27296.802734375,24541.33984375,48209.42578125,52350.79296875,27887.494140625,96306.40625,80966.9140625,97395.96875,110755.8125,24061.48828125,60608.96875,31301.70703125,28879.37890625
50,8-Jan-13,1:00,44244.43359375,22254.578125,23031.23828125,40716.5859375,48245.97265625,27167.349609375,86854.1640625,75278.84375,85493.0,101385.96875,19189.96875,58054.80078125,27008.63671875,25822.365234375
51,8-Jan-13,1:30,37429.72265625,16397.12890625,21481.716796875,34888.7734375,40822.09765625,22044.37109375,74157.25,69974.96875,73167.453125,91698.1875,15446.806640625,48853.8359375,27659.642578125,27074.77734375
52,8-Jan-13,2:00,34307.97265625,16173.7109375,21217.24609375,29367.064453125,39648.4765625,22188.3671875,68981.9296875,65435.33984375,67663.0546875,83868.5078125,13646.24609375,50202.25390625,22685.57421875,24567.953125
53,8-Jan-13,2:30,34475.5078125,15258.1025390625,21178.056640625,30655.529296875,38929.453125,25052.982421875,70005.0703125,70963.359375,68404.6875,90900.078125,13691.94140625,55065.80078125,23761.810546875,27428.8671875
54,8-Jan-13,3:00,32897.30078125,15478.83984375,19757.4140625,28234.9296875,38053.44140625,24429.875,66101.7109375,68074.5,65496.23046875,86079.3671875,13458.17578125,54081.46484375,20865.171875,25594.267578125
55,8-Jan-13,3:30,33542.04296875,15549.1201171875,19939.1640625,31979.853515625,37709.5859375,23828.5078125,67028.921875,70603.1875,67730.4375,89742.9375,13512.2177734375,51790.734375,24906.048828125,27354.837890625
56,8-Jan-13,4:00,37402.0859375,14907.6689453125,19747.69921875,36671.3359375,38333.39453125,19229.79296875,71500.625,63424.62890625,73646.046875,87691.453125,13816.3125,46525.08203125,21551.30078125,23671.67578125
57,8-Jan-13,4:30,37075.89453125,14986.8671875,21780.978515625,34072.90625,39674.3984375,18153.580078125,72598.8828125,64725.09375,71861.6015625,85240.8125,14492.517578125,49027.86328125,22437.5,25236.181640625
58,8-Jan-13,5:00,38158.0546875,15178.765625,19570.53515625,35099.0703125,37771.3125,18013.55859375,72330.796875,62054.125,71543.5234375,85848.9609375,13544.21875,45614.72265625,21665.310546875,23545.611328125
59,8-Jan-13,5:30,36710.78515625,16917.55078125,18260.439453125,34451.015625,39946.40625,18121.568359375,71688.6484375,60613.63671875,72659.8359375,84784.6953125,14924.6474609375,44751.7578125,22111.431640625,23896.7421875
60,8-Jan-13,6:00,41361.9453125,18658.27734375,18016.99609375,35198.8203125,45694.1875,17995.53515625,76291.703125,60399.5546875,78967.3515625,87995.28125,16044.998046875,44969.7265625,22451.509765625,23393.857421875
61,8-Jan-13,6:30,37148.734375,21242.609375,20048.208984375,31409.056640625,48676.66015625,18115.494140625,77251.3828125,60417.16015625,79031.6953125,86998.78125,15666.6083984375,48129.14453125,26379.3515625,25436.65625
62,8-Jan-13,7:00,35009.87890625,20886.267578125,22059.087890625,27766.865234375,48218.6015625,19077.71875,75615.4140625,64789.09375,76152.6171875,85510.6640625,17331.40234375,50196.2421875,30977.607421875,28933.36328125
63,8-Jan-13,7:30,33131.96875,18715.587890625,18493.578125,20514.7734375,44219.921875,19601.890625,66115.0,53665.15234375,65591.0859375,73526.59375,14509.3046875,45748.8125,29555.265625,22665.33984375
64,8-Jan-13,8:00,24985.841796875,17473.453125,14774.9384765625,11023.3955078125,36571.640625,18655.658203125,53496.41796875,47302.875,50926.40625,60851.9453125,11431.5673828125,41067.2734375,37661.1875,23421.572265625
65,8-Jan-13,8:30,25324.0078125,16636.65625,10710.314453125,14346.6298828125,32893.453125,17593.44921875,51539.9609375,35262.578125,52118.703125,53362.45703125,11607.0439453125,34747.234375,35890.671875,16249.2529296875
66,8-Jan-13,9:00,14868.6630859375,13585.1015625,4151.9267578125,3715.991455078125,24811.072265625,13032.5556640625,31973.41015625,23158.943359375,35022.52734375,35789.01953125,9486.9580078125,25682.3046875,40629.8984375,16337.283203125
67,8-Jan-13,9:30,8366.91015625,7884.9228515625,2047.260498046875,-2274.7177734375,13306.8173828125,9627.904296875,18258.23046875,-812.2899169921875,20178.927734375,10170.01171875,2276.710205078125,17367.626953125,35610.69921875,3050.988525390625
68,8-Jan-13,10:00,-438.44073486328125,12866.90625,-3829.47119140625,-9154.935546875,9455.4677734375,-276.0546875,10424.84765625,-11498.1044921875,10458.552734375,-7663.51806640625,1538.4803466796875,7006.26953125,44256.8046875,2352.76220703125
69,8-Jan-13,10:30,18656.044921875,24128.603515625,-3579.762451171875,-3857.226806640625,33137.84765625,-412.08209228515625,42319.2578125,-5273.88232421875,39490.59765625,16035.1953125,9797.05859375,13068.236328125,47297.59765625,6552.1240234375
70,8-Jan-13,11:00,18562.544921875,25507.5078125,-2443.5048828125,-2383.0380859375,33901.7578125,-1220.23486328125,45056.96875,-7159.10009765625,43348.99609375,15546.9912109375,7938.146484375,15324.701171875,50062.29296875,8532.1416015625
71,8-Jan-13,11:30,23301.75390625,29997.728515625,-9906.30078125,3415.066162109375,42895.43359375,-1184.234619140625,48985.09375,446.1593322753906,58788.3515625,34432.8203125,9865.08203125,15545.0322265625,59362.49609375,14784.7861328125
72,8-Jan-13,12:00,24070.69921875,25698.046875,-14786.294921875,6197.92822265625,34477.97265625,-3230.638916015625,41099.30859375,-1316.469970703125,53819.13671875,35387.0,1814.5670166015625,14334.6376953125,61593.11328125,13630.41015625
73,8-Jan-13,12:30,26081.828125,41051.62109375,-15137.8583984375,9580.876953125,44898.08203125,3418.843505859375,57435.5078125,5870.09521484375,68820.8984375,45804.515625,7426.31689453125,28161.109375,76664.8359375,17729.736328125
74,8-Jan-13,13:00,28708.896484375,52095.17578125,-9508.6748046875,22497.0546875,56540.375,4256.84375,80046.65625,8521.0400390625,92780.65625,55386.9765625,9338.916015625,41375.34375,77342.8984375,15004.83984375
75,8-Jan-13,13:30,28271.123046875,56963.72265625,-3840.21484375,26690.419921875,59124.79296875,8293.6142578125,87698.171875,8697.654296875,99956.484375,53340.37890625,17247.892578125,41818.796875,79165.3984375,9226.994140625
76,8-Jan-13,14:00,38276.60546875,55090.75,8468.4052734375,32565.89453125,67523.625,24848.896484375,105174.546875,47927.09765625,112501.6171875,92412.2109375,18147.65625,67441.8359375,89630.015625,22199.189453125
77,8-Jan-13,14:30,52609.80078125,57345.91796875,13603.5078125,54582.3671875,80455.4453125,40405.95703125,134073.1875,92698.53125,144803.53125,153710.140625,18885.865234375,91719.6484375,94155.1640625,34931.296875
78,8-Jan-13,15:00,76135.6484375,64532.48046875,22494.537109375,72546.6796875,96287.265625,44084.6484375,172944.421875,107994.4921875,178282.0625,185740.421875,23715.36328125,108239.0546875,96985.9765625,43642.140625
79,8-Jan-13,15:30,69684.0078125,78324.6484375,31721.154296875,70153.90625,109201.703125,56666.6640625,182264.578125,127267.0,188092.3125,191492.015625,30904.02734375,130999.7265625,104471.7578125,53825.484375
80,8-Jan-13,16:00,77797.9140625,82104.4765625,37137.578125,62579.63671875,121055.2734375,67475.53125,194619.953125,143079.078125,188817.921875,203668.84375,38854.08984375,146293.453125,112507.0078125,62400.24609375
81,8-Jan-13,16:30,90582.2421875,87245.984375,41054.234375,78250.5546875,140135.0625,67659.1171875,216288.09375,166321.046875,218008.6875,237509.34375,45758.2734375,150098.53125,118690.703125,75462.390625
82,8-Jan-13,17:00,107212.578125,88409.9921875,67482.671875,105274.640625,154274.359375,86737.0078125,251143.34375,231186.46875,252494.6875,298501.25,51261.91796875,186012.0,129789.96875,92947.9921875
83,8-Jan-13,17:30,122875.5859375,103012.8828125,82726.578125,116038.625,181319.734375,101164.515625,290003.5,271610.6875,286225.125,340543.03125,58465.6015625,216611.390625,138351.1875,107892.5078125
84,8-Jan-13,18:00,132203.25,111855.75,99151.1484375,133094.46875,203137.859375,110049.484375,325681.34375,326026.21875,323205.09375,394032.9375,63639.62109375,248279.5625,152015.015625,131903.171875
85,8-Jan-13,18:30,147024.71875,111392.4765625,109481.453125,156236.203125,212311.828125,117702.7734375,355674.5625,361858.875,356140.25,449136.9375,63761.984375,269017.9375,167458.453125,153534.234375
86,8-Jan-13,19:00,148009.15625,106026.734375,110586.3203125,158062.40625,214057.25,124045.3125,350235.0,380731.375,358127.1875,469916.125,63999.05078125,273358.1875,175561.546875,164101.109375
87,8-Jan-13,19:30,160093.453125,113231.09375,121288.8984375,154398.234375,230190.234375,129851.2890625,376141.71875,385755.375,378207.65625,474334.40625,77818.015625,292264.40625,168980.75,165447.4375
88,8-Jan-13,20:00,163115.078125,127321.34375,119820.765625,152428.109375,247893.09375,118971.484375,394501.8125,379956.65625,397403.34375,466842.8125,87446.9765625,297246.125,159256.21875,164577.25
89,8-Jan-13,20:30,163777.40625,119375.015625,113029.6640625,154956.421875,246022.015625,112739.640625,394092.03125,377484.40625,395453.75,470758.1875,88693.234375,291268.0625,157593.375,166950.15625
90,8-Jan-13,21:00,166269.328125,111337.5859375,107884.6953125,153452.375,237979.5625,114744.9609375,377222.53125,378275.875,377935.21875,472412.125,89017.171875,276095.8125,163746.40625,166291.78125
91,8-Jan-13,21:30,162067.390625,108439.71875,94343.1328125,133795.75,232716.359375,104041.234375,362339.1875,337334.6875,359747.15625,441402.0625,87445.0390625,250475.296875,148244.546875,158798.078125
92,8-Jan-13,22:00,159965.46875,93202.109375,85432.4609375,131001.6484375,214878.5625,111579.109375,340592.0625,333374.46875,342715.84375,442373.75,75181.265625,248281.015625,134326.40625,149131.625
93,8-Jan-13,22:30,141404.359375,79821.15625,74231.2109375,113982.7578125,198403.6875,89948.8515625,294821.6875,282274.8125,304325.75,389925.59375,59174.4765625,208269.90625,121575.4765625,130581.390625
94,8-Jan-13,23:00,128179.359375,72635.3046875,66841.3125,109343.8203125,178448.25,76010.8359375,266823.03125,249653.09375,275218.75,348031.5,52698.48828125,179451.875,111729.7265625,112816.3125
95,8-Jan-13,23:30,94507.4921875,68042.03125,63497.03125,98995.40625,149734.125,57172.53515625,228691.46875,201337.5625,237893.46875,272874.84375,46716.34375,157790.359375,86278.3125,85277.078125
96,9-Jan-13,0:00,96718.921875,55757.203125,56276.7109375,94058.8984375,129926.515625,53803.68359375,208741.0625,186234.421875,216206.375,260880.4375,36695.45703125,142744.0,81869.84375,83412.8203125
97,9-Jan-13,0:30,85643.328125,42283.40625,47786.19140625,85697.140625,102715.3515625,54491.96484375,173476.53125,176747.65625,184346.015625,242166.25,27735.880859375,126043.7421875,77307.5,78191.3359375
98,9-Jan-13,1:00,86940.390625,37600.20703125,44595.83984375,84460.625,97246.2109375,57779.54296875,168966.3125,171635.015625,180078.359375,240431.296875,25167.025390625,122982.6640625,66328.5625,70318.765625
99,9-Jan-13,1:30,81958.984375,35651.38671875,38681.38671875,73845.5078125,91572.9765625,51496.11328125,156122.640625,159556.90625,163144.203125,222073.609375,25744.013671875,109107.2421875,66998.515625,69802.5546875
100,9-Jan-13,2:00,72226.0625,33190.859375,33063.08984375,70213.46875,81053.8984375,47663.09765625,140418.09375,150657.625,148448.015625,205127.125,24773.703125,101880.7734375,60750.75,64736.80078125
101,9-Jan-13,2:30,70005.796875,28441.279296875,34831.546875,72596.375,72723.984375,54849.015625,134036.140625,158874.65625,143916.75,208987.3125,22520.984375,108678.8359375,57196.61328125,64063.4453125
102,9-Jan-13,3:00,64795.17578125,36512.6875,39642.53515625,65819.5703125,83701.5859375,53196.44921875,140448.859375,147064.34375,147656.34375,192971.890625,24535.615234375,112363.0078125,52415.0625,56672.43359375
103,9-Jan-13,3:30,61239.1875,32592.48828125,38708.67578125,58493.890625,78651.6875,49636.12890625,133066.5,136876.875,136075.09375,181189.515625,22757.109375,106213.5078125,51312.484375,55954.49609375
104,9-Jan-13,4:00,61292.796875,30029.62109375,37914.09375,58881.7421875,75411.59375,41236.05078125,129530.453125,121835.3828125,132596.8125,166963.578125,18395.703125,98357.7734375,46239.4453125,49447.9765625
105,9-Jan-13,4:30,58241.16015625,27070.251953125,33287.09765625,58980.25,64532.703125,40818.21875,119074.6953125,125315.40625,121166.1015625,164329.078125,20604.36328125,90393.21875,47641.7109375,50814.4296875
106,9-Jan-13,5:00,59040.58203125,25187.103515625,29997.576171875,58738.33984375,58807.375,37273.3359375,114862.0546875,121265.4765625,116696.84375,162784.046875,20328.33203125,85105.578125,45039.2265625,53067.19921875
107,9-Jan-13,5:30,56540.2734375,24774.095703125,28266.052734375,53787.03515625,58530.7734375,35627.01953125,109823.6875,112690.2265625,111991.5,152898.125,20263.88671875,80592.0234375,41356.8359375,49469.23828125
108,9-Jan-13,6:00,51026.75,23243.1796875,25507.68359375,50269.88671875,54513.1875,28181.486328125,101447.6015625,101012.1171875,104819.59375,139191.09375,19333.912109375,69962.640625,40793.23828125,46918.65234375
109,9-Jan-13,6:30,47498.890625,21069.009765625,22645.404296875,46342.578125,50537.56640625,23748.705078125,93767.90625,89501.921875,96538.6796875,128371.4375,16217.052734375,62512.23046875,37821.5078125,44482.3984375
110,9-Jan-13,7:00,51627.8984375,20376.642578125,25279.072265625,41208.8515625,59938.78125,23336.6328125,99215.1875,85716.5859375,101430.5234375,128433.4921875,14520.525390625,62556.24609375,38127.5078125,41759.51953125
111,9-Jan-13,7:30,41042.828125,18642.69140625,20600.65234375,34645.140625,46906.80859375,22882.486328125,80428.6875,82235.3203125,82360.109375,112816.1171875,13436.1865234375,56232.1484375,42686.46484375,40981.22265625
112,9-Jan-13,8:00,29002.181640625,15406.5830078125,18203.5234375,26564.361328125,31085.001953125,22928.529296875,60480.0703125,56738.23046875,59044.453125,75678.953125,10931.40625,47905.48046875,34380.421875,23543.607421875
113,9-Jan-13,8:30,27488.40625,11912.5263671875,13507.0810546875,24669.56640625,23894.474609375,18249.611328125,53308.37890625,45594.24609375,51684.63671875,65356.93359375,11479.5771484375,37083.9609375,34856.52734375,20036.462890625
114,9-Jan-13,9:00,25504.416015625,8906.0390625,8401.1318359375,18985.962890625,22307.943359375,17531.458984375,44446.3125,30610.916015625,45497.2109375,51402.734375,9016.8037109375,29445.5078125,34996.62890625,11873.8349609375
115,9-Jan-13,9:30,19235.5390625,4925.06640625,1225.2210693359375,15276.7646484375,13090.6455078125,7505.462890625,29730.67578125,13468.806640625,32581.509765625,31490.13671875,7940.4755859375,15107.7294921875,31683.755859375,6226.71240234375
116,9-Jan-13,10:00,11018.505859375,-1709.6171875,-598.0383911132812,6505.99755859375,2053.88134765625,3870.67919921875,13599.171875,-1872.6683349609375,12433.02734375,11286.21875,1432.44775390625,6072.68505859375,32132.822265625,748.0843505859375
117,9-Jan-13,10:30,11281.708984375,-1494.668701171875,-142.06239318847656,5197.59228515625,1750.6287841796875,-56.011104583740234,12642.9375,-13892.958984375,15911.8779296875,-2758.546875,1218.3807373046875,84.02718353271484,28050.978515625,-8814.8515625
118,9-Jan-13,11:00,2838.754638671875,-6355.1435546875,-4457.45751953125,1532.486572265625,-12032.3251953125,-2686.53125,-5017.16455078125,-21315.609375,646.1572265625,-16021.1689453125,-3034.948486328125,-9515.078125,29701.23046875,-11287.6513671875
119,9-Jan-13,11:30,-1817.2542724609375,-7858.41796875,-9670.27734375,-2434.7646484375,-17428.28515625,-1990.3946533203125,-16657.873046875,-24036.578125,-12108.951171875,-23454.650390625,-4377.36767578125,-13334.3134765625,29979.310546875,-16281.2666015625
120,9-Jan-13,12:00,-2589.040283203125,-6872.63037109375,-13592.421875,3773.986572265625,-21427.560546875,-4116.81494140625,-16489.71875,-24912.88671875,-13559.3046875,-18845.732421875,-9473.9443359375,-12660.1005859375,31572.859375,-15340.9677734375
121,9-Jan-13,12:30,-5833.40478515625,-11228.7802734375,-14141.1220703125,2968.953125,-28988.435546875,-5731.13525390625,-24947.77734375,-27289.744140625,-21029.125,-23342.623046875,-9214.8759765625,-19096.177734375,35056.5234375,-13816.4697265625
122,9-Jan-13,13:00,-11236.3828125,-8606.1708984375,-20533.39453125,266.08251953125,-30218.759765625,-12396.513671875,-32423.572265625,-42847.29296875,-27748.779296875,-40432.19921875,-5975.8642578125,-34079.03125,34356.3984375,-20850.748046875
123,9-Jan-13,13:30,-15732.69921875,-10093.7109375,-21483.52734375,-13488.2138671875,-29286.533203125,-12945.4853515625,-40209.18359375,-49865.796875,-35568.58984375,-53639.2890625,-5473.71142578125,-32742.607421875,30775.435546875,-19918.451171875
124,9-Jan-13,14:00,-7494.13427734375,-349.728271484375,-16530.07421875,-11615.6982421875,-8717.177734375,-6925.375,-17209.986328125,-37417.359375,-13865.5009765625,-36637.2734375,900.2808227539062,-13832.482421875,27573.0,-13446.357421875
