step,date_label,profile_time,p_634_A_W,p_634_B_W,p_634_C_W,p_645_B_W,p_646_B_W,p_652_A_W,p_671_A_W,p_671_B_W,p_671_C_W,p_675_A_W,p_675_B_W,p_675_C_W,p_692_C_W,p_611_C_W
13,7-Jan-13,6:30,32006.134765625,20621.4921875,20555.521484375,29149.203125,44977.9140625,19261.80078125,73422.6484375,63480.66796875,73289.9296875,84762.7265625,15671.9130859375,48543.69140625,27116.638671875,28079.078125
14,7-Jan-13,7:00,33994.6953125,20078.138671875,20320.00390625,28255.01953125,43647.42578125,20815.904296875,71154.2421875,67100.3046875,71809.4453125,87686.4453125,15166.7333984375,51714.72265625,29807.244140625,30511.8671875
15,7-Jan-13,7:30,28068.25,18130.919921875,21460.125,25838.02734375,38935.5625,18835.55078125,66149.1171875,66503.40625,60818.8125,78560.8046875,14466.51171875,48761.76171875,34482.39453125,25796.337890625
16,7-Jan-13,8:00,23867.623046875,13104.845703125,16785.626953125,19645.759765625,29818.978515625,12436.45703125,50059.65234375,44381.453125,49586.20703125,56401.14453125,9687.0185546875,35525.484375,31459.6953125,20266.552734375
17,7-Jan-13,8:30,18440.046875,9822.83203125,12395.7978515625,16689.29296875,22928.220703125,9493.8818359375,39035.08203125,33029.78515625,40906.54296875,43518.625,8370.6083984375,28207.138671875,33141.51953125,15475.013671875
18,7-Jan-13,9:00,19219.408203125,10162.3603515625,5749.58056640625,13550.22265625,20879.173828125,6389.25,33055.62890625,14431.4189453125,38835.4609375,27863.451171875,9975.107421875,15096.8818359375,33290.77734375,7178.3212890625
19,7-Jan-13,9:30,5219.19140625,1091.216796875,-608.5596313476562,-1088.3421630859375,6366.21142578125,256.0503234863281,6769.56787109375,-6957.486328125,10242.498046875,946.1859741210938,2178.679443359375,1516.4915771484375,33718.23828125,1466.475341796875
20,7-Jan-13,10:00,-962.7578735351562,-5897.4482421875,-7996.4755859375,-12354.5341796875,-6092.1474609375,-5939.1484375,-11257.3662109375,-28083.388671875,-9400.4150390625,-20613.986328125,-4584.30615234375,-12272.9404296875,29793.2734375,-5015.626953125
21,7-Jan-13,10:30,-13497.2568359375,-6593.23583984375,-14325.275390625,-19628.111328125,-15179.30078125,-4788.947265625,-28876.697265625,-37576.09375,-24823.568359375,-36153.125,-5907.8486328125,-20306.578125,32511.896484375,-11497.7255859375
22,7-Jan-13,11:00,-24233.626953125,-8322.779296875,-18089.330078125,-32128.248046875,-24890.75390625,-7831.5498046875,-46833.79296875,-54911.6796875,-44886.8828125,-64066.69140625,-7628.39111328125,-27545.830078125,31381.61328125,-20379.875
23,7-Jan-13,11:30,-30167.3515625,-14388.943359375,-23995.486328125,-34640.5078125,-36622.81640625,-16669.298828125,-63000.203125,-73712.3125,-59372.3984375,-82162.2578125,-11991.7548828125,-47029.70703125,32251.822265625,-25111.84375
24,7-Jan-13,12:00,-30742.013671875,-14412.6875,-23628.470703125,-33922.84765625,-39795.5625,-17503.470703125,-64706.98046875,-70629.03125,-61878.984375,-82324.3203125,-12037.75390625,-44738.44921875,34858.4453125,-23017.43359375
25,7-Jan-13,12:30,-32168.4765625,-16456.0390625,-25499.412109375,-31659.556640625,-45444.1015625,-20061.9765625,-68839.9296875,-70891.3046875,-65361.8515625,-82152.2890625,-11353.5498046875,-50442.328125,38733.3984375,-21845.0703125
26,7-Jan-13,13:00,-35446.90625,-14544.6123046875,-28403.427734375,-34019.0625,-46626.18359375,-21918.314453125,-70948.375,-73530.2421875,-68834.65625,-86044.9375,-12812.005859375,-50122.21484375,39913.66015625,-21198.857421875
27,7-Jan-13,13:30,-38822.5703125,-16135.2421875,-31253.193359375,-40096.67578125,-49197.48046875,-22026.34765625,-77797.9375,-74612.6328125,-77312.7421875,-90421.8828125,-13946.3623046875,-52230.91796875,42218.23828125,-19170.208984375
28,7-Jan-13,14:00,-33614.44140625,-19970.98046875,-33784.3828125,-35285.0546875,-49583.8046875,-27419.484375,-78650.1328125,-84106.015625,-73037.6796875,-93100.3515625,-16403.484375,-63458.53515625,40981.9296875,-26478.56640625
29,7-Jan-13,14:30,-25840.125,-21636.939453125,-30134.423828125,-16893.294921875,-47501.16015625,-22584.4921875,-69512.0390625,-71829.65625,-58762.30078125,-70702.0625,-19047.947265625,-59457.29296875,46597.34765625,-26292.529296875
30,7-Jan-13,15:00,-22680.794921875,-19381.73828125,-23613.9453125,-13452.2919921875,-43047.73046875,-17521.388671875,-60109.79296875,-58586.91796875,-48503.69140625,-57214.1328125,-20614.46484375,-48488.94921875,48381.93359375,-22331.125
31,7-Jan-13,15:30,-19440.578125,-12089.2861328125,-9349.701171875,-6311.96826171875,-29308.927734375,-14058.791015625,-32625.564453125,-28348.12109375,-26816.513671875,-31924.33984375,-13498.2216796875,-25274.841796875,54147.16015625,-9163.0302734375
32,7-Jan-13,16:00,-13430.880859375,-2307.420654296875,-1705.8695068359375,5713.78369140625,-12698.67578125,-7219.4169921875,-11964.771484375,1836.6549072265625,578.1406860351562,-3298.653076171875,-6490.02734375,-6794.2001953125,56081.65234375,798.2584838867188
33,7-Jan-13,16:30,-4384.62255859375,8017.61083984375,-986.4360961914062,9150.8828125,3349.170166015625,-9287.84375,6857.5927734375,11318.0400390625,20003.68359375,9767.9384765625,-552.17236328125,6196.00732421875,53825.14453125,11983.8828125
34,7-Jan-13,17:00,2131.759765625,19766.13671875,9327.443359375,20736.0390625,20147.373046875,2424.48046875,32705.59765625,29500.294921875,47621.63671875,31994.33984375,7356.29345703125,27989.06640625,50748.40625,17829.775390625
35,7-Jan-13,17:30,17811.681640625,31591.416015625,16871.017578125,33213.3046875,39174.7109375,23032.36328125,65242.8984375,61932.14453125,76114.59375,72185.6796875,15836.9404296875,58576.8046875,52306.78515625,24506.845703125
36,7-Jan-13,18:00,38132.1171875,41113.5,35089.88671875,46348.25390625,66975.8671875,41686.09765625,106744.421875,114916.9765625,110645.203125,130117.28125,26384.18359375,91347.625,66442.34375,44458.41796875
37,7-Jan-13,18:30,49332.20703125,45574.83984375,43543.7421875,60326.91796875,84036.609375,47068.86328125,133616.40625,139653.765625,142211.984375,160788.265625,34572.95703125,111073.96875,61793.64453125,49716.109375
38,7-Jan-13,19:00,68534.0625,41938.25390625,51669.82421875,72195.7890625,88165.90625,53514.36328125,156590.390625,148058.8125,162679.875,186958.21875,29546.576171875,122827.8125,55698.07421875,50056.23046875
39,7-Jan-13,19:30,67585.765625,40250.8828125,49578.41015625,74349.71875,83784.6640625,51317.8828125,152791.484375,149877.453125,159166.921875,189904.578125,29271.84375,118270.15625,56161.90625,55251.83203125
40,7-Jan-13,20:00,62460.1796875,44248.83203125,45645.32421875,75451.6796875,84362.6640625,55403.09765625,146594.53125,155259.40625,153942.46875,193062.671875,29663.236328125,119336.6484375,61525.32421875,58200.8515625
41,7-Jan-13,20:30,67913.265625,47861.00390625,39122.1484375,60830.9296875,95867.484375,52614.68359375,150583.75,138153.28125,150827.21875,182479.0625,27124.505859375,117519.6484375,55291.65234375,53897.51953125
42,7-Jan-13,21:00,73027.5859375,52595.93359375,40782.68359375,55313.44921875,106926.625,45384.890625,162974.15625,128972.0859375,159371.359375,174822.25,35108.9375,114873.4453125,49534.2421875,52314.04296875
43,7-Jan-13,21:30,69277.4140625,49031.453125,38642.21484375,54759.0546875,100732.484375,42582.29296875,153969.890625,127385.5078125,151615.125,171691.40625,32788.23046875,108858.5703125,50696.41796875,53263.3125
44,7-Jan-13,22:00,83099.0546875,43836.2734375,40116.96484375,53701.67578125,111720.2890625,45887.02734375,163344.171875,126725.203125,161779.921875,185272.4375,28686.923828125,109901.5703125,47003.6015625,49578.05078125
45,7-Jan-13,22:30,74450.75,43727.98046875,38015.5703125,50639.7109375,104857.6953125,40008.34375,151780.296875,116811.640625,152546.28125,163969.9375,33062.234375,100464.4921875,42350.6328125,46178.94921875
46,7-Jan-13,23:00,61016.5078125,34720.85546875,34418.6328125,54712.56640625,82257.03125,34348.609375,128099.28125,109699.0703125,131015.1796875,150660.984375,28098.728515625,84581.3984375,44457.3671875,43234.0078125
47,7-Jan-13,23:30,49661.80078125,34372.16796875,31317.658203125,52322.30859375,69715.1796875,25723.0703125,111737.9765625,95776.125,113023.8125,124366.515625,32181.98828125,67321.8125,40447.9609375,36281.7578125
48,8-Jan-13,0:00,44382.76171875,30328.990234375,28734.822265625,44311.984375,58920.4609375,24820.861328125,100987.53125,84489.7734375,101264.578125,110793.125,26619.0703125,63541.640625,33776.13671875,33852.91015625
49,8-Jan-13,0:30,47060.41796875,27296.7734375,24541.314453125,48209.03125,52336.890625,27887.46875,96306.4296875,80966.921875,97395.703125,110755.7109375,24053.884765625,60621.5859375,31301.619140625,28879.330078125
50,8-Jan-13,1:00,44244.4296875,22254.58984375,23031.275390625,40716.7578125,48245.23046875,27152.94921875,86854.4921875,75268.015625,85493.21875,101332.2265625,19189.935546875,58054.73828125,27008.70703125,25822.337890625
51,8-Jan-13,1:30,37429.90625,16422.326171875,21518.2890625,34888.72265625,40806.34765625,22044.3828125,74117.8515625,69974.9765625,73187.84375,91698.234375,15441.9306640625,48853.765625,27666.75,27074.73828125
52,8-Jan-13,2:00,34307.98046875,16173.708984375,21228.400390625,29367.236328125,39658.3828125,22176.6171875,68982.3671875,65409.43359375,67680.8046875,83824.09375,13646.248046875,50202.265625,22685.63671875,24567.962890625
53,8-Jan-13,2:30,34475.5078125,15258.0986328125,21178.072265625,30655.517578125,38930.375,25052.947265625,70042.2890625,70963.3203125,68404.765625,90899.9453125,13696.267578125,55065.8515625,23761.84765625,27428.892578125
54,8-Jan-13,3:00,32897.30078125,15478.8359375,19757.416015625,28225.810546875,38053.2578125,24442.81640625,66101.3671875,68084.296875,65496.046875,86125.0,13458.1943359375,54081.5,20865.115234375,25594.283203125
55,8-Jan-13,3:30,33542.04296875,15549.1142578125,19939.18359375,31979.939453125,37709.4375,23828.697265625,67029.578125,70603.1484375,67730.5625,89743.765625,13512.208984375,51790.671875,24906.091796875,27354.8046875
56,8-Jan-13,4:00,37382.4453125,14907.666015625,19747.7265625,36679.55859375,38334.109375,19229.79296875,71500.6171875,63424.62890625,73646.0546875,87691.296875,13816.3037109375,46525.05859375,21551.28515625,23671.662109375
57,8-Jan-13,4:30,37075.59375,14986.8623046875,21780.986328125,34080.66015625,39674.6875,18153.5859375,72598.8671875,64725.09765625,71861.6328125,85240.8359375,14492.51171875,49027.88671875,22431.212890625,25236.177734375
58,8-Jan-13,5:00,38157.9296875,15155.236328125,19537.259765625,35044.68359375,37684.41796875,18013.44921875,72296.59375,61920.4296875,71477.1484375,85848.4296875,13523.2578125,45536.765625,21645.638671875,23505.349609375
59,8-Jan-13,5:30,36710.8203125,16917.548828125,18260.439453125,34450.875,39946.21875,18121.578125,71688.6484375,60613.62890625,72659.828125,84784.7421875,14924.646484375,44766.50390625,22111.431640625,23896.751953125
60,8-Jan-13,6:00,41361.734375,18629.353515625,17986.365234375,35144.57421875,45589.2109375,17995.470703125,76255.6328125,60269.421875,78895.7890625,87994.96875,16020.1748046875,44907.640625,22436.943359375,23361.55078125
61,8-Jan-13,6:30,37148.875,21275.603515625,20082.34765625,31457.96875,48789.8046875,18115.40234375,77287.65625,60538.9140625,79103.21875,86998.328125,15690.896484375,48211.59375,26396.416015625,25480.240234375
62,8-Jan-13,7:00,35009.890625,20886.263671875,22059.08984375,27766.681640625,48206.32421875,19077.6796875,75615.5859375,64789.10546875,76152.59375,85510.6953125,17331.396484375,50185.765625,30977.609375,28927.328125
63,8-Jan-13,7:30,33132.046875,18715.56640625,18493.59765625,20507.884765625,44220.234375,19591.451171875,66115.640625,53665.14453125,65608.234375,73487.4375,14512.5087890625,45748.80078125,29555.318359375,22665.333984375
64,8-Jan-13,8:00,24985.845703125,17473.470703125,14774.9443359375,11023.4619140625,36571.078125,18655.548828125,53496.2578125,47284.14453125,50926.4296875,60851.98828125,11431.57421875,41067.3125,37661.1953125,23421.591796875
65,8-Jan-13,8:30,25324.1328125,16637.14453125,10710.3203125,14346.712890625,32893.57421875,17593.470703125,51539.95703125,35262.578125,52118.7578125,53362.52734375,11609.61328125,34747.2578125,35900.79296875,16249.265625
66,8-Jan-13,9:00,14868.662109375,13585.09765625,4151.92919921875,3717.166259765625,24810.99609375,13032.4951171875,31973.3203125,23162.259765625,35022.53125,35788.85546875,9486.955078125,25682.3203125,40629.90234375,16337.29296875
67,8-Jan-13,9:30,8366.90234375,7884.9013671875,2047.2603759765625,-2274.7216796875,13306.861328125,9627.8828125,18258.224609375,-812.2899169921875,20178.916015625,10169.98828125,2276.709716796875,17361.89453125,35610.71484375,3049.9814453125
68,8-Jan-13,10:00,-438.4493408203125,12866.9228515625,-3829.46728515625,-9154.80859375,9451.62109375,-276.0545959472656,10430.423828125,-11498.1044921875,10458.544921875,-7663.515625,1538.48095703125,7006.26611328125,44256.7734375,2352.760986328125
69,8-Jan-13,10:30,18655.60546875,24130.751953125,-3573.676025390625,-3851.21435546875,33066.1640625,-412.0796813964844,42321.65625,-5262.517578125,39466.31640625,16035.1005859375,9797.0595703125,13068.236328125,47297.59765625,6552.1240234375
70,8-Jan-13,11:00,18562.572265625,25547.203125,-2448.954833984375,-2386.768310546875,33980.40234375,-1220.2412109375,45078.4765625,-7174.56103515625,43376.58203125,15547.0732421875,7950.48388671875,15350.9677734375,50094.2421875,8546.765625
71,8-Jan-13,11:30,23301.81640625,29997.7265625,-9906.296875,3415.080322265625,42895.546875,-1184.234130859375,48985.39453125,446.15924072265625,58788.35546875,34432.80859375,9865.0810546875,15545.0302734375,59362.4921875,14784.783203125
72,8-Jan-13,12:00,24078.609375,25698.037109375,-14786.3173828125,6197.96240234375,34478.19921875,-3230.642333984375,41099.5625,-1315.9476318359375,53804.12109375,35387.04296875,1814.5660400390625,14329.9208984375,61575.71484375,13630.404296875
73,8-Jan-13,12:30,26081.662109375,41051.609375,-15137.9560546875,9578.0478515625,44915.9765625,3420.67626953125,57435.375,5867.76708984375,68803.015625,45829.12109375,7424.66650390625,28161.09765625,76664.8125,17729.728515625
74,8-Jan-13,13:00,28708.576171875,52094.7890625,-9510.0419921875,22497.03515625,56540.56640625,4256.81005859375,80046.34375,8521.0400390625,92780.53125,55386.92578125,9338.9140625,41375.4140625,77342.9140625,15004.865234375
75,8-Jan-13,13:30,28270.990234375,56963.703125,-3840.217041015625,26696.19140625,59124.81640625,8293.6181640625,87698.328125,8701.10546875,99956.28125,53340.40625,17253.384765625,41827.5546875,79165.4140625,9226.990234375
76,8-Jan-13,14:00,38276.55078125,55090.77734375,8468.3134765625,32566.052734375,67524.3046875,24849.05078125,105174.859375,47927.1015625,112501.875,92411.65625,18147.66796875,67441.890625,89630.015625,22199.205078125
77,8-Jan-13,14:30,52609.51953125,57227.19140625,13580.36328125,54499.0546875,80280.5859375,40404.89453125,134006.671875,92535.3359375,144706.375,153706.21875,18856.697265625,91562.359375,94155.0703125,34931.359375
78,8-Jan-13,15:00,76134.8203125,64675.06640625,22494.892578125,72546.4453125,96274.0,44084.69921875,172944.625,107994.5390625,178281.859375,185740.640625,23707.8671875,108238.8671875,96985.8671875,43567.1640625
79,8-Jan-13,15:30,69683.984375,78446.5546875,31775.171875,70261.640625,109453.5,56666.97265625,182354.53125,127541.484375,188220.109375,191493.0625,30961.638671875,131268.40625,104471.59375,53843.40234375
80,8-Jan-13,16:00,77797.6484375,82104.4765625,37157.0703125,62580.08203125,121102.671875,67473.4140625,194617.421875,143058.21875,188869.71875,203662.53125,38854.12109375,146293.3125,112535.734375,62400.18359375
81,8-Jan-13,16:30,90582.640625,87245.9453125,41054.296875,78250.7890625,140156.6875,67693.4609375,216290.5625,166345.28125,218009.609375,237515.75,45758.2265625,150098.453125,118660.546875,75462.3671875
82,8-Jan-13,17:00,107241.6796875,88409.84375,67533.28125,105242.0625,154275.109375,86739.671875,251146.625,231186.515625,252433.0,298351.9375,51245.58203125,186011.828125,129791.9765625,92947.8984375
83,8-Jan-13,17:30,122871.3359375,103012.4296875,82726.921875,116037.3984375,181316.453125,101166.5859375,290006.21875,271650.78125,286308.6875,340368.15625,58483.91015625,216611.96875,138388.109375,107892.9296875
84,8-Jan-13,18:00,132189.4375,111855.5859375,99151.1953125,133080.875,203142.265625,110049.5,325681.4375,325977.34375,323204.8125,394032.8125,63639.578125,248329.828125,152014.03125,131902.421875
85,8-Jan-13,18:30,147023.4375,111392.859375,109481.7890625,156237.0625,212313.84375,117640.625,355676.0625,361998.9375,356139.1875,449140.40625,63747.109375,269016.3125,167460.171875,153533.421875
86,8-Jan-13,19:00,148007.421875,105862.328125,110398.421875,157818.515625,214064.59375,124046.2265625,350235.53125,380731.53125,358222.5,470137.8125,64013.74609375,273358.3125,175558.375,164101.0625
87,8-Jan-13,19:30,160114.703125,113055.625,121082.75,154398.78125,230188.640625,129851.46875,376141.65625,385755.46875,378207.625,474334.21875,77794.0546875,292264.3125,168981.515625,165447.4375
88,8-Jan-13,20:00,163113.0,127413.5625,119805.6171875,152429.640625,247854.859375,118970.0625,394500.90625,379956.3125,397401.59375,466838.5625,87446.890625,297244.6875,159214.265625,164576.453125
89,8-Jan-13,20:30,163778.609375,119376.265625,113088.46875,154956.65625,246057.921875,112681.28125,394094.25,377484.25,395455.78125,470767.0,88693.1328125,291363.84375,157596.453125,166949.953125
90,8-Jan-13,21:00,166292.796875,111337.578125,107885.1875,153418.046875,238011.296875,114747.359375,377028.09375,378131.0,377937.75,472422.1875,89018.4375,276153.71875,163705.546875,166291.546875
91,8-Jan-13,21:30,162068.78125,108441.5234375,94342.015625,133796.5,232714.8125,104039.859375,362337.5,337283.0625,359835.375,441396.28125,87444.5546875,250556.78125,148242.84375,158797.0
92,8-Jan-13,22:00,159944.9375,93201.625,85432.46875,131041.78125,214874.6875,111577.203125,340590.375,333374.84375,342802.03125,442365.9375,75181.078125,248231.53125,134325.734375,149132.828125
93,8-Jan-13,22:30,141311.765625,79821.0703125,74231.203125,113981.3984375,198407.609375,89949.8125,294822.59375,282274.71875,304326.3125,389946.34375,59174.35546875,208268.609375,121576.1875,130607.6328125
94,8-Jan-13,23:00,128246.4609375,72635.6328125,66807.0859375,109344.9453125,178447.890625,76010.96875,266823.0625,249653.109375,275141.375,348030.6875,52698.34375,179451.234375,111700.6875,112792.5859375
95,8-Jan-13,23:30,94507.9921875,68042.0078125,63496.8671875,98995.3828125,149736.65625,57170.81640625,228690.203125,201337.703125,237889.59375,273010.6875,46701.8203125,157791.0,86277.0859375,85305.6171875
96,9-Jan-13,0:00,96718.9140625,55757.19921875,56247.11328125,94058.5,129923.4375,53802.14453125,208737.4375,186234.21875,216207.4375,260885.171875,36695.30078125,142714.390625,81870.25,83413.046875
97,9-Jan-13,0:30,85643.7734375,42371.234375,47867.4296875,85830.5234375,102954.46875,54493.609375,173564.140625,177129.046875,184474.3125,242043.59375,27778.583984375,126260.328125,77341.421875,78165.21875
98,9-Jan-13,1:00,86940.765625,37658.6796875,44671.66015625,84592.875,97417.9921875,57781.48828125,169051.828125,172005.40625,180152.078125,240439.796875,25205.8359375,123193.953125,66357.359375,70295.625
99,9-Jan-13,1:30,81959.0234375,35651.375,38681.39453125,73828.5234375,91596.625,51495.94921875,156122.421875,159556.765625,163143.96875,222072.890625,25743.9921875,109071.46875,66998.703125,69788.09375
100,9-Jan-13,2:00,72226.34375,33173.5625,33055.80859375,70191.46875,81055.828125,47663.37109375,140418.875,150635.765625,148448.5625,205128.328125,24773.68359375,101880.890625,60750.97265625,64736.90234375
101,9-Jan-13,2:30,69999.328125,28441.248046875,34831.54296875,72596.359375,72695.375,54876.7890625,134105.4375,158874.671875,143915.4375,209093.84375,22486.26953125,108679.1171875,57181.26171875,64084.7109375
102,9-Jan-13,3:00,64794.8984375,36512.6796875,39642.546875,65839.5390625,83701.5078125,53196.46875,140448.78125,147064.4375,147656.46875,192971.984375,24535.6171875,112386.3984375,52414.953125,56672.359375
103,9-Jan-13,3:30,61271.3671875,32592.513671875,38708.6875,58512.75390625,78652.4921875,49661.77734375,133065.046875,136876.796875,136075.59375,181193.65625,22757.06640625,106248.4140625,51312.671875,55966.1328125
104,9-Jan-13,4:00,61292.96875,30029.619140625,37914.09375,58882.82421875,75410.6171875,41236.046875,129530.453125,121835.46875,132563.234375,166875.515625,18395.693359375,98337.421875,46239.28515625,49448.0078125
105,9-Jan-13,4:30,58233.953125,27067.427734375,33286.6953125,58980.4765625,64533.65234375,40818.03515625,119137.8671875,125364.7265625,121165.765625,164328.34375,20604.421875,90393.2109375,47609.96484375,50727.35546875
106,9-Jan-13,5:00,59040.53515625,25187.1171875,29997.552734375,58737.91796875,58792.46484375,37273.3359375,114862.8515625,121313.2734375,116696.6640625,162784.046875,20328.3359375,85105.5,45039.0703125,53067.15234375
107,9-Jan-13,5:30,56539.57421875,24773.765625,28280.919921875,53769.65625,58538.87109375,35627.0,109823.59375,112690.2421875,111991.6171875,152898.046875,20270.306640625,80565.609375,41384.20703125,49537.59765625
108,9-Jan-13,6:00,51026.87109375,23243.177734375,25521.11328125,50269.703125,54528.01953125,28181.55859375,101447.6640625,101052.046875,104819.75,139191.453125,19340.025390625,69962.625,40820.03125,46999.203125
109,9-Jan-13,6:30,47498.8984375,21057.92578125,22645.439453125,46342.7109375,50537.74609375,23748.673828125,93767.25,89501.96875,96565.765625,128371.2421875,16217.0498046875,62491.6640625,37831.3125,44473.1328125
110,9-Jan-13,7:00,51627.82421875,20376.576171875,25279.080078125,41208.44921875,59939.86328125,23336.671875,99162.4921875,85716.6484375,101458.84375,128432.96875,14520.5107421875,62556.16796875,38137.34375,41745.6796875
111,9-Jan-13,7:30,41043.0078125,18642.98828125,20600.66015625,34652.66015625,46906.83203125,22882.513671875,80428.6953125,82235.328125,82360.2421875,112816.25,13436.1796875,56232.22265625,42698.5,40981.28125
112,9-Jan-13,8:00,29002.380859375,15406.5673828125,18203.541015625,26564.240234375,31085.56640625,22928.50390625,60480.0234375,56738.23828125,59044.49609375,75678.921875,10931.4033203125,47895.51171875,34380.4453125,23543.64453125
113,9-Jan-13,8:30,27492.1640625,11912.640625,13507.0517578125,24669.705078125,23894.62890625,18249.60546875,53308.078125,45594.26953125,51684.6328125,65356.91015625,11479.591796875,37083.98046875,34856.51953125,20036.47265625
114,9-Jan-13,9:00,25504.78125,8906.072265625,8401.1240234375,18986.029296875,22308.255859375,17531.443359375,44446.3203125,30610.919921875,45497.08984375,51430.09765625,9014.8115234375,29445.517578125,34996.53125,11873.837890625
115,9-Jan-13,9:30,19236.509765625,4927.65966796875,1224.5760498046875,15276.650390625,13090.658203125,7505.49658203125,29730.861328125,13463.462890625,32589.951171875,31490.16796875,7940.47412109375,15110.890625,31683.744140625,6228.015625
116,9-Jan-13,10:00,11018.52734375,-1709.6171875,-598.3533935546875,6506.0390625,2054.709228515625,3872.76708984375,13599.158203125,-1872.6683349609375,12429.7998046875,11286.2353515625,1432.4473876953125,6073.96533203125,32141.84765625,748.2420654296875
117,9-Jan-13,10:30,11281.6796875,-1494.668212890625,-142.0624237060547,5197.59716796875,1750.6258544921875,-55.98085403442383,12642.935546875,-13892.958984375,15911.8740234375,-2758.544677734375,1218.380859375,84.02716064453125,28058.822265625,-8812.9912109375
118,9-Jan-13,11:00,2838.7490234375,-6355.13916015625,-4457.47509765625,1532.134765625,-12032.4052734375,-2686.532470703125,-5014.4833984375,-21315.607421875,645.9768676757812,-16021.1728515625,-3034.273681640625,-9515.080078125,29692.916015625,-11287.654296875
119,9-Jan-13,11:30,-1817.2607421875,-7858.4453125,-9663.662109375,-2434.746826171875,-17428.0546875,-1990.3936767578125,-16657.85546875,-24036.578125,-12108.958984375,-23454.662109375,-4377.36572265625,-13334.3212890625,29971.53515625,-16281.2763671875
120,9-Jan-13,12:00,-2589.033935546875,-6861.99658203125,-13568.5771484375,3769.309326171875,-21378.513671875,-4116.79345703125,-16482.140625,-24855.669921875,-13550.83203125,-18845.73046875,-9476.9560546875,-12660.1044921875,31581.7109375,-15340.9736328125
121,9-Jan-13,12:30,-5833.41064453125,-11228.5927734375,-14141.130859375,2968.94482421875,-28976.94140625,-5731.13427734375,-24947.791015625,-27289.740234375,-21029.109375,-23342.62109375,-9214.880859375,-19089.8828125,35056.51953125,-13816.474609375
122,9-Jan-13,13:00,-11236.4404296875,-8601.6357421875,-20533.41796875,266.0838623046875,-30219.1015625,-12396.451171875,-32423.5,-42847.2890625,-27748.759765625,-40431.98046875,-5975.86474609375,-34079.03515625,34356.3515625,-20850.751953125
123,9-Jan-13,13:30,-15724.4296875,-10093.380859375,-21483.54296875,-13488.2265625,-29275.029296875,-12952.5771484375,-40209.33203125,-49858.7578125,-35568.66796875,-53668.6796875,-5473.7138671875,-32731.828125,30766.888671875,-19918.45703125
