step,date_label,profile_time,v_632_A_rms_V,v_632_B_rms_V,v_632_C_rms_V,v_633_A_rms_V,v_633_B_rms_V,v_633_C_rms_V,v_634_A_rms_V,v_634_B_rms_V,v_634_C_rms_V,v_645_B_rms_V,v_645_C_rms_V,v_646_B_rms_V,v_646_C_rms_V,v_652_A_rms_V,v_671_A_rms_V,v_671_B_rms_V,v_671_C_rms_V,v_675_A_rms_V,v_675_B_rms_V,v_675_C_rms_V,v_680_A_rms_V,v_680_B_rms_V,v_680_C_rms_V,v_684_A_rms_V,v_684_C_rms_V,v_692_A_rms_V,v_692_B_rms_V,v_692_C_rms_V,v_611_C_rms_V
11,7-Jan-13,5:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.00634765625,2460.547607421875,2460.3671875,283.2031555175781,283.5905456542969,283.4964599609375,2458.32275390625,2461.438232421875,2457.767578125,2459.557861328125,2388.2939453125,2390.41162109375,2450.0576171875,2434.687255859375,2388.1474609375,2450.380859375,2433.8212890625,2390.41162109375,2450.057373046875,2434.687255859375,2389.87841796875,2434.032470703125,2390.41162109375,2450.057373046875,2434.68212890625,2433.330322265625
12,7-Jan-13,6:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.044677734375,2460.443115234375,2460.408935546875,283.22711181640625,283.5176696777344,283.523193359375,2458.284912109375,2460.019287109375,2457.677978515625,2459.415771484375,2386.253173828125,2388.38720703125,2450.041259765625,2433.733642578125,2386.06201171875,2450.37646484375,2432.82568359375,2388.385009765625,2450.041259765625,2433.733642578125,2387.85205078125,2433.005859375,2388.385009765625,2450.04150390625,2433.733642578125,2433.539794921875
13,7-Jan-13,6:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.10546875,2460.437255859375,2460.39990234375,283.2714538574219,283.51708984375,283.5205078125,2458.418212890625,2460.044189453125,2457.8310546875,2459.450439453125,2386.42236328125,2388.59716796875,2450.22412109375,2434.368408203125,2386.271240234375,2450.571533203125,2433.4443359375,2388.59716796875,2450.22412109375,2433.052978515625,2388.05615234375,2432.227294921875,2388.59716796875,2450.22412109375,2433.052978515625,2431.347412109375
14,7-Jan-13,7:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.045166015625,2460.4580078125,2460.4111328125,283.2287292480469,283.52923583984375,283.5260314941406,2458.493896484375,2460.06982421875,2457.923828125,2459.51416015625,2384.698486328125,2387.05712890625,2450.58984375,2431.802001953125,2384.65087890625,2450.991455078125,2432.1064453125,2387.054443359375,2450.58984375,2431.802001953125,2386.4697265625,2430.90380859375,2387.054443359375,2450.58984375,2431.802001953125,2429.947265625
15,7-Jan-13,7:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.544677734375,2460.500244140625,2460.354248046875,283.3548889160156,283.56903076171875,283.4990234375,2458.72021484375,2460.161376953125,2458.212158203125,2459.65185546875,2391.687255859375,2393.816162109375,2450.4619140625,2433.364990234375,2391.68603515625,2450.809326171875,2432.389892578125,2393.81396484375,2450.462158203125,2433.364990234375,2393.2822265625,2433.923828125,2393.81396484375,2450.462158203125,2434.679931640625,2431.800537109375
16,7-Jan-13,8:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.637451171875,2460.61865234375,2460.460693359375,283.4410400390625,283.6728210449219,283.5953063964844,2459.23681640625,2460.332275390625,2458.847900390625,2459.94384765625,2410.03564453125,2411.41845703125,2452.299560546875,2438.508056640625,2409.900634765625,2452.571533203125,2437.786865234375,2411.41845703125,2452.299560546875,2438.508056640625,2411.077880859375,2437.909423828125,2411.41845703125,2452.299560546875,2438.508056640625,2437.276611328125
17,7-Jan-13,8:30,2460.8935546875,2462.223388671875,2460.8935546875,2460.4423828125,2462.013671875,2460.56005859375,283.5538024902344,283.8924865722656,283.685302734375,2459.53857421875,2460.46826171875,2459.2392578125,2460.15380859375,2420.08203125,2421.135498046875,2453.20654296875,2441.583984375,2419.9794921875,2453.3935546875,2441.00830078125,2421.135498046875,2453.205810546875,2441.584228515625,2420.876708984375,2441.127685546875,2421.135498046875,2453.205810546875,2441.584228515625,2440.645751953125
18,7-Jan-13,9:00,2460.8935546875,2462.223388671875,2460.8935546875,2460.401123046875,2460.65625,2460.75390625,283.53521728515625,283.7298889160156,283.82672119140625,2461.073486328125,2460.499755859375,2460.801025390625,2460.219970703125,2428.8720703125,2429.59423828125,2453.41552734375,2446.58935546875,2428.868896484375,2453.375,2446.341552734375,2429.59423828125,2453.41552734375,2446.58935546875,2429.412841796875,2446.383056640625,2429.593994140625,2453.414794921875,2446.58935546875,2446.161376953125
19,7-Jan-13,9:30,2460.8935546875,2460.8935546875,2462.223388671875,2460.760986328125,2460.85693359375,2462.19580078125,283.82769775390625,283.91546630859375,283.9534606933594,2462.140625,2460.75244140625,2462.0576171875,2460.67919921875,2454.5654296875,2454.587890625,2456.339111328125,2452.122802734375,2453.255126953125,2456.2880859375,2452.094970703125,2453.2626953125,2456.339111328125,2452.122802734375,2453.260498046875,2452.078369140625,2453.264892578125,2456.3388671875,2452.123291015625,2452.03564453125
20,7-Jan-13,10:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.896728515625,2461.017578125,2462.36767578125,283.9540100097656,284.0592041015625,284.2591552734375,2461.660400390625,2460.974853515625,2463.070068359375,2461.053466796875,2472.59619140625,2471.936279296875,2458.70361328125,2457.57470703125,2472.4677734375,2458.644287109375,2457.81103515625,2471.931396484375,2458.704345703125,2457.574951171875,2472.1005859375,2457.715087890625,2471.931396484375,2458.704345703125,2457.574951171875,2457.873291015625
21,7-Jan-13,10:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.238525390625,2460.9814453125,2461.177734375,284.2174987792969,284.0672607421875,284.2345886230469,2462.2294921875,2461.140380859375,2462.427490234375,2462.664794921875,2484.6416015625,2482.772705078125,2461.480712890625,2461.029052734375,2483.72900390625,2459.9892578125,2461.41796875,2482.772705078125,2460.151611328125,2461.029052734375,2482.89111328125,2461.37109375,2482.772705078125,2460.151611328125,2461.029052734375,2461.729248046875
22,7-Jan-13,11:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.531982421875,2460.988525390625,2461.247314453125,284.44293212890625,284.0989685058594,284.3097839355469,2463.080322265625,2461.298095703125,2463.40478515625,2461.629150390625,2502.86083984375,2502.042724609375,2462.3955078125,2465.7158203125,2503.784912109375,2462.078125,2466.16552734375,2502.027099609375,2462.3955078125,2465.7158203125,2502.215087890625,2466.322998046875,2502.027099609375,2461.066162109375,2465.7158203125,2466.955322265625
23,7-Jan-13,11:30,2462.223388671875,2460.8935546875,2460.8935546875,2461.66748046875,2461.12744140625,2461.379638671875,284.5643005371094,284.2233581542969,284.430419921875,2463.46337890625,2461.539306640625,2463.940673828125,2461.98779296875,2519.04150390625,2517.247314453125,2464.128173828125,2471.266845703125,2519.390869140625,2462.385986328125,2472.18896484375,2517.247314453125,2462.79736328125,2471.266845703125,2517.6875,2471.996826171875,2517.247314453125,2462.7958984375,2471.266845703125,2472.774658203125
24,7-Jan-13,12:00,2460.8935546875,2460.8935546875,2460.8935546875,2463.015380859375,2461.127685546875,2461.367431640625,284.7303466796875,284.22381591796875,284.4224548339844,2463.494873046875,2461.60986328125,2464.013427734375,2462.1123046875,2520.005126953125,2518.11962890625,2462.68701171875,2470.385498046875,2520.27783203125,2462.29052734375,2471.237548828125,2518.11962890625,2462.68701171875,2470.38623046875,2518.611083984375,2471.0498046875,2518.14111328125,2462.68701171875,2470.38623046875,2471.763427734375
25,7-Jan-13,12:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.71435546875,2461.176513671875,2461.410400390625,284.6053771972656,284.26593017578125,284.46075439453125,2463.502197265625,2461.739990234375,2464.09423828125,2462.331298828125,2521.59912109375,2519.439453125,2462.80224609375,2471.140625,2521.58642578125,2462.349853515625,2472.171630859375,2519.463623046875,2462.80224609375,2471.140625,2520.0126953125,2471.76220703125,2519.463623046875,2462.8017578125,2471.140625,2472.440185546875
26,7-Jan-13,13:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.805908203125,2461.103271484375,2461.48876953125,284.67431640625,284.2233581542969,284.52154541015625,2463.64892578125,2461.755859375,2464.25634765625,2462.362548828125,2525.02734375,2522.656005859375,2463.047119140625,2471.242431640625,2524.89599609375,2462.619140625,2472.234619140625,2522.66259765625,2463.044921875,2471.242431640625,2523.267333984375,2471.840087890625,2522.66259765625,2463.044921875,2471.242919921875,2472.498779296875
27,7-Jan-13,13:30,2460.8935546875,2462.223388671875,2460.8935546875,2461.890625,2462.460205078125,2461.554931640625,284.7445068359375,284.4084777832031,284.5799560546875,2464.01513671875,2461.78662109375,2464.65625,2462.417724609375,2529.238037109375,2526.853515625,2463.60791015625,2471.537841796875,2529.1748046875,2463.177978515625,2472.5703125,2526.83447265625,2463.609619140625,2471.54345703125,2527.459716796875,2472.078857421875,2526.847900390625,2463.606201171875,2471.54345703125,2472.675048828125
28,7-Jan-13,14:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.720947265625,2462.578125,2461.631591796875,284.6318664550781,284.49053955078125,284.63385009765625,2463.77734375,2461.814208984375,2464.42333984375,2462.451171875,2533.044189453125,2528.715087890625,2464.357421875,2474.860107421875,2531.032958984375,2463.916259765625,2476.19775390625,2528.68896484375,2464.359130859375,2474.865478515625,2529.46923828125,2475.610595703125,2528.71435546875,2464.354248046875,2474.865478515625,2476.430419921875
29,7-Jan-13,14:30,2460.8935546875,2460.8935546875,2462.223388671875,2461.502685546875,2461.329345703125,2462.876708984375,284.4681701660156,284.3760070800781,284.5590515136719,2462.79052734375,2463.173828125,2463.409423828125,2463.78515625,2514.933837890625,2512.48876953125,2465.200927734375,2472.2666015625,2514.18505859375,2464.990478515625,2473.58544921875,2512.490966796875,2465.200927734375,2473.604248046875,2513.1103515625,2474.35595703125,2512.49462890625,2465.200927734375,2472.267822265625,2473.832275390625
30,7-Jan-13,15:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.437255859375,2461.2939453125,2461.376953125,284.4040832519531,284.3318786621094,284.42327880859375,2462.517822265625,2461.761962890625,2463.078857421875,2462.31591796875,2503.646484375,2501.736572265625,2465.083984375,2468.386962890625,2503.081298828125,2465.066650390625,2469.436767578125,2501.736572265625,2465.083984375,2468.386962890625,2502.2119140625,2469.03125,2501.736572265625,2465.083984375,2468.386962890625,2469.723876953125
31,7-Jan-13,15:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.408447265625,2461.136962890625,2461.00146484375,284.34320068359375,284.18341064453125,284.1254577636719,2461.853759765625,2461.496337890625,2462.235595703125,2461.878173828125,2483.0205078125,2481.4755859375,2461.276123046875,2459.72265625,2482.23046875,2461.33740234375,2460.241455078125,2481.472412109375,2461.276123046875,2459.72265625,2481.8779296875,2459.970947265625,2481.472412109375,2462.606689453125,2459.72265625,2460.258056640625
32,7-Jan-13,16:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.287109375,2460.896728515625,2460.830078125,284.221923828125,283.9808349609375,283.9689636230469,2460.87646484375,2461.1884765625,2461.04150390625,2461.3466796875,2459.27490234375,2458.45166015625,2458.589599609375,2452.103759765625,2458.476806640625,2458.72412109375,2452.2548828125,2458.45166015625,2458.589599609375,2452.103271484375,2458.675048828125,2452.0615234375,2458.45166015625,2458.589599609375,2452.103759765625,2452.039794921875
33,7-Jan-13,16:30,2460.8935546875,2460.8935546875,2460.8935546875,2461.058837890625,2460.62841796875,2460.86767578125,284.0339050292969,283.76507568359375,283.9604187011719,2460.351318359375,2460.858154296875,2460.3076171875,2460.811279296875,2449.322265625,2448.231689453125,2455.85693359375,2447.215576171875,2447.95654296875,2455.9716796875,2447.07470703125,2448.228515625,2455.85693359375,2447.21533203125,2448.542724609375,2446.82177734375,2448.228515625,2455.85693359375,2447.21533203125,2446.45361328125
34,7-Jan-13,17:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.936279296875,2460.340087890625,2460.62744140625,283.9031982421875,283.5212097167969,283.7481689453125,2459.39111328125,2460.544189453125,2459.128662109375,2460.268798828125,2425.196533203125,2425.42724609375,2453.121337890625,2440.721923828125,2424.62548828125,2453.26904296875,2440.079833984375,2425.43505859375,2453.121337890625,2440.721923828125,2425.402099609375,2440.174560546875,2425.43505859375,2453.121337890625,2440.721923828125,2439.6220703125
35,7-Jan-13,17:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.5400390625,2460.067626953125,2460.494384765625,283.5765075683594,283.27740478515625,283.5975036621094,2458.335693359375,2460.185546875,2457.824462890625,2459.673828125,2385.8095703125,2388.449462890625,2450.613037109375,2431.17236328125,2386.57177734375,2450.944580078125,2429.859375,2388.443359375,2450.611083984375,2431.1708984375,2387.77392578125,2430.465087890625,2388.447265625,2450.609375,2431.171142578125,2429.69775390625
36,7-Jan-13,18:00,2460.8935546875,2460.8935546875,2460.8935546875,2460.031982421875,2459.90771484375,2460.06201171875,283.1524658203125,283.0876770019531,283.220458984375,2458.384033203125,2459.640380859375,2456.18212890625,2458.76953125,2333.248779296875,2338.11767578125,2446.8115234375,2416.742431640625,2334.5654296875,2447.402587890625,2414.8115234375,2338.11767578125,2446.8115234375,2416.749755859375,2336.878173828125,2415.463134765625,2338.11767578125,2446.8115234375,2416.749755859375,2415.36376953125
37,7-Jan-13,18:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.7451171875,2459.837158203125,2461.196044921875,282.91802978515625,282.999267578125,283.1987609863281,2455.963623046875,2459.328857421875,2454.865966796875,2458.233642578125,2305.817138671875,2311.383544921875,2443.780029296875,2409.835205078125,2306.935302734375,2444.44921875,2408.826171875,2311.384521484375,2443.7802734375,2411.137939453125,2309.960693359375,2409.6962890625,2311.3798828125,2443.7802734375,2411.137939453125,2406.819091796875
38,7-Jan-13,19:00,2460.8935546875,2460.8935546875,2462.223388671875,2459.19873046875,2460.02392578125,2461.01025390625,282.509033203125,283.0863037109375,282.87799072265625,2455.262451171875,2459.28759765625,2454.11083984375,2458.138671875,2283.79248046875,2290.2265625,2444.53173828125,2406.048095703125,2283.660400390625,2445.596923828125,2404.79541015625,2289.00244140625,2444.523193359375,2406.045654296875,2287.35791015625,2404.6103515625,2289.03564453125,2444.523193359375,2406.045654296875,2403.0185546875
39,7-Jan-13,19:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.21435546875,2460.062255859375,2459.731201171875,282.52734375,283.1199645996094,282.9199523925781,2455.241455078125,2459.39111328125,2454.14697265625,2459.6357421875,2283.92236328125,2290.05859375,2444.845458984375,2405.923583984375,2284.60693359375,2445.912841796875,2403.534423828125,2291.2958984375,2444.845458984375,2405.923583984375,2289.736083984375,2404.318603515625,2291.2958984375,2444.845458984375,2405.923583984375,2402.5625
40,7-Jan-13,20:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.3642578125,2459.9208984375,2459.8427734375,282.63720703125,283.0328063964844,283.0052185058594,2455.177978515625,2459.382568359375,2454.075927734375,2458.282470703125,2281.245361328125,2287.878662109375,2445.509765625,2404.83642578125,2282.32470703125,2446.59814453125,2402.4345703125,2287.878662109375,2445.512939453125,2404.83642578125,2286.18994140625,2403.1484375,2287.878662109375,2445.512939453125,2404.836181640625,2401.297607421875
41,7-Jan-13,20:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.19580078125,2459.813232421875,2460.05810546875,282.67193603515625,282.9557800292969,283.1474914550781,2455.679443359375,2459.076171875,2454.427001953125,2457.837890625,2289.19482421875,2295.484619140625,2445.6923828125,2407.471435546875,2290.2763671875,2446.77392578125,2405.047119140625,2295.484619140625,2445.6953125,2407.47119140625,2293.883544921875,2405.912353515625,2295.484619140625,2445.6953125,2407.47119140625,2404.2001953125
42,7-Jan-13,21:00,2462.223388671875,2460.8935546875,2460.8935546875,2460.39453125,2459.695556640625,2460.04052734375,282.4117736816406,282.8564147949219,283.1155700683594,2455.72314453125,2458.816650390625,2454.32666015625,2457.43603515625,2294.01611328125,2299.37646484375,2442.490234375,2409.232177734375,2294.46435546875,2443.25634765625,2406.8935546875,2299.37646484375,2442.48583984375,2409.232177734375,2298.012451171875,2407.70556640625,2299.37646484375,2442.48583984375,2409.232421875,2406.047119140625
43,7-Jan-13,21:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.158203125,2459.78125,2460.079833984375,282.4902648925781,282.9305419921875,283.15863037109375,2455.88623046875,2458.947265625,2454.571044921875,2457.6494140625,2300.092529296875,2305.127197265625,2444.76171875,2410.39892578125,2300.284423828125,2445.542236328125,2408.2138671875,2305.127197265625,2443.445068359375,2410.3974609375,2303.873046875,2408.834228515625,2305.138916015625,2443.445068359375,2410.3974609375,2407.14697265625
44,7-Jan-13,22:00,2460.8935546875,2460.8935546875,2460.8935546875,2458.741943359375,2459.97705078125,2460.064697265625,282.19207763671875,283.0467529296875,283.13037109375,2455.698974609375,2458.70654296875,2454.2392578125,2457.27197265625,2288.265625,2293.740234375,2444.73046875,2410.20751953125,2288.4013671875,2445.72705078125,2408.05615234375,2293.740234375,2444.73046875,2410.20751953125,2292.36181640625,2408.7705078125,2293.752685546875,2444.73046875,2410.20751953125,2407.19873046875
45,7-Jan-13,22:30,2460.8935546875,2462.223388671875,2460.8935546875,2458.98876953125,2461.277587890625,2460.09814453125,282.37713623046875,283.04534912109375,283.1719970703125,2456.0087890625,2458.842041015625,2454.638916015625,2457.4833984375,2306.474853515625,2311.20458984375,2443.553955078125,2414.084716796875,2306.580810546875,2444.215576171875,2412.11669921875,2311.19921875,2443.553955078125,2414.077880859375,2310.00390625,2412.729248046875,2311.19970703125,2443.553955078125,2414.074462890625,2411.268310546875
46,7-Jan-13,23:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.34375,2460.157958984375,2460.133056640625,282.660888671875,283.2315979003906,283.393798828125,2456.29150390625,2459.344970703125,2455.218505859375,2458.281982421875,2323.869873046875,2327.890380859375,2445.793212890625,2418.3720703125,2323.6220703125,2446.4150390625,2416.792236328125,2327.88916015625,2445.793212890625,2418.369384765625,2326.880615234375,2417.099853515625,2327.89111328125,2445.79296875,2418.36572265625,2415.73486328125
47,7-Jan-13,23:30,2460.8935546875,2460.8935546875,2462.223388671875,2459.66552734375,2460.125,2461.515380859375,282.9033508300781,283.23406982421875,283.3025817871094,2456.689453125,2459.60546875,2455.779296875,2458.687744140625,2347.554931640625,2350.51953125,2444.856201171875,2424.68359375,2347.0771484375,2445.07177734375,2423.512451171875,2350.51953125,2444.859130859375,2424.68359375,2349.781005859375,2423.61572265625,2350.51953125,2444.859130859375,2424.692138671875,2422.484130859375
48,8-Jan-13,0:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.799560546875,2460.2177734375,2460.23193359375,283.0138854980469,283.3171691894531,283.3542785644531,2457.335205078125,2459.805419921875,2456.56591796875,2460.36865234375,2360.017333984375,2362.86669921875,2446.5205078125,2428.37255859375,2359.82666015625,2446.7939453125,2425.888671875,2362.86669921875,2446.5205078125,2428.37255859375,2362.155517578125,2426.0654296875,2362.86669921875,2446.5205078125,2427.06103515625,2426.310302734375
49,8-Jan-13,0:30,2460.8935546875,2460.8935546875,2460.8935546875,2459.698974609375,2460.30126953125,2460.3515625,282.95361328125,283.38153076171875,283.4433898925781,2457.2783203125,2459.962158203125,2456.594970703125,2459.276123046875,2360.091552734375,2363.32275390625,2447.908935546875,2430.014892578125,2360.252197265625,2448.241943359375,2427.60986328125,2363.32275390625,2447.908935546875,2428.702392578125,2362.50146484375,2427.872802734375,2363.32275390625,2447.908935546875,2428.702392578125,2426.964599609375
50,8-Jan-13,1:00,2460.8935546875,2460.8935546875,2460.8935546875,2459.76123046875,2460.433837890625,2460.371337890625,283.01153564453125,283.4873962402344,283.4727783203125,2457.7529296875,2460.020751953125,2457.123291015625,2459.4013671875,2369.720703125,2372.8720703125,2449.307861328125,2430.505859375,2370.0712890625,2449.713134765625,2430.719970703125,2372.8720703125,2449.307861328125,2430.505859375,2372.06982421875,2429.770263671875,2372.8720703125,2449.307861328125,2430.505859375,2428.9580078125
51,8-Jan-13,1:30,2462.223388671875,2460.8935546875,2460.8935546875,2459.937744140625,2460.5771484375,2460.37646484375,283.1545715332031,283.60858154296875,283.5005187988281,2458.214111328125,2460.15673828125,2457.681396484375,2459.618408203125,2381.4267578125,2383.950439453125,2450.47998046875,2432.56640625,2381.399169921875,2450.879150390625,2432.987060546875,2383.950439453125,2450.479736328125,2432.56640625,2383.31787109375,2433.0947265625,2383.950439453125,2450.479736328125,2433.882568359375,2430.9306640625
52,8-Jan-13,2:00,2460.8935546875,2460.8935546875,2460.8935546875,2461.356201171875,2460.57421875,2460.374755859375,283.22100830078125,283.6126708984375,283.5057373046875,2458.523681640625,2460.15966796875,2458.00634765625,2459.661865234375,2387.99560546875,2390.52978515625,2450.989013671875,2433.47705078125,2388.231201171875,2451.40185546875,2432.484130859375,2390.52978515625,2450.988037109375,2433.47705078125,2389.88818359375,2432.768310546875,2390.52978515625,2450.988037109375,2433.477294921875,2431.997314453125
53,8-Jan-13,2:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.01904296875,2460.60107421875,2460.373779296875,283.21710205078125,283.6322021484375,283.5063171386719,2458.472900390625,2460.180419921875,2457.96484375,2459.666748046875,2383.06494140625,2385.937744140625,2451.183837890625,2431.705810546875,2383.43798828125,2451.671142578125,2430.602783203125,2385.937744140625,2451.183837890625,2431.705810546875,2385.217041015625,2430.914794921875,2385.943603515625,2451.183837890625,2431.705810546875,2430.052734375
54,8-Jan-13,3:00,2460.8935546875,2462.223388671875,2460.8935546875,2460.0615234375,2461.91552734375,2460.41015625,283.2503662109375,283.62646484375,283.5360107421875,2458.616455078125,2460.189697265625,2458.119873046875,2459.686767578125,2387.349365234375,2390.141357421875,2452.692138671875,2432.630615234375,2387.791259765625,2453.150634765625,2431.528564453125,2390.141357421875,2452.692138671875,2432.630615234375,2389.45703125,2431.895263671875,2390.1669921875,2452.692138671875,2432.630615234375,2431.09130859375
55,8-Jan-13,3:30,2460.8935546875,2460.8935546875,2460.8935546875,2460.04345703125,2460.586181640625,2460.4072265625,283.2366943359375,283.6252746582031,283.53240966796875,2459.760986328125,2460.2119140625,2459.267578125,2459.72119140625,2384.549560546875,2387.263427734375,2452.702880859375,2432.2578125,2384.78271484375,2453.167724609375,2431.249267578125,2387.27880859375,2452.702880859375,2432.258544921875,2386.59130859375,2431.466552734375,2387.27880859375,2451.37548828125,2432.258544921875,2430.60546875
