step,date_label,profile_time,p_634_A_W,p_634_B_W,p_634_C_W,p_645_B_W,p_646_B_W,p_652_A_W,p_671_A_W,p_671_B_W,p_671_C_W,p_675_A_W,p_675_B_W,p_675_C_W,p_692_C_W,p_611_C_W
11,7-Jan-13,5:30,35187.32421875,17236.669921875,21684.689453125,32046.63671875,42527.45703125,18593.669921875,74917.4921875,61377.53125,72989.8359375,82450.2734375,15486.8369140625,46277.00390625,21759.341796875,22387.259765625
12,7-Jan-13,6:00,34064.72265625,20626.240234375,20463.61328125,31086.0234375,46518.640625,18761.701171875,75375.59375,62320.23828125,76246.609375,84628.6953125,15948.970703125,48085.55859375,23861.849609375,24898.056640625
13,7-Jan-13,6:30,32006.08984375,20621.48046875,20555.533203125,29148.8046875,44995.79296875,19261.77734375,73423.1015625,63480.671875,73289.8984375,84762.6171875,15676.880859375,48527.71484375,27116.65625,28069.8359375
14,7-Jan-13,7:00,33995.8984375,20078.353515625,20320.1015625,28254.974609375,43647.4453125,20816.087890625,71154.578125,67109.953125,71809.5,87687.2734375,15166.7216796875,51703.96484375,29807.330078125,30505.521484375
15,7-Jan-13,7:30,28067.265625,18121.38671875,21460.115234375,25838.169921875,38936.0546875,18835.71875,66149.421875,66529.7421875,60818.8515625,78561.5078125,14466.50390625,48761.796875,34482.4609375,25796.357421875
16,7-Jan-13,8:00,23867.630859375,13077.626953125,16757.123046875,19619.37890625,29754.322265625,12436.41015625,50008.80859375,44292.15625,49569.0,56400.9296875,9672.0185546875,35464.765625,31439.515625,20231.908203125
17,7-Jan-13,8:30,18449.8046875,9822.8310546875,12395.798828125,16689.232421875,22919.12109375,9493.8740234375,39035.11328125,33029.7890625,40917.94921875,43518.58984375,8370.6123046875,28207.123046875,33150.09375,15475.0048828125
18,7-Jan-13,9:00,19219.5546875,10162.65234375,5749.58544921875,13550.2919921875,20879.2734375,6389.2626953125,33055.70703125,14437.154296875,38835.4375,27863.505859375,9975.1142578125,15096.8837890625,33300.12890625,7178.322265625
19,7-Jan-13,9:30,5217.9013671875,1091.21728515625,-608.5596923828125,-1088.3470458984375,6366.33349609375,256.0506286621094,6769.57861328125,-6958.4833984375,10239.623046875,946.1871337890625,2178.680419921875,1516.4910888671875,33709.47265625,1466.474853515625
20,7-Jan-13,10:00,-962.7715454101562,-5909.74365234375,-8010.0615234375,-12373.8076171875,-6106.17724609375,-5939.1748046875,-11262.62109375,-28148.048828125,-9406.2822265625,-20614.076171875,-4591.4345703125,-12297.978515625,29793.26171875,-5015.62255859375
21,7-Jan-13,10:30,-13497.2001953125,-6593.22998046875,-14325.283203125,-19623.904296875,-15185.5869140625,-4788.95263671875,-28876.54296875,-37581.4140625,-24830.033203125,-36153.19140625,-5907.84423828125,-20306.57421875,32511.93359375,-11497.72265625
22,7-Jan-13,11:00,-24234.013671875,-8322.783203125,-18089.322265625,-32120.693359375,-24890.91015625,-7831.55029296875,-46858.890625,-54933.61328125,-44886.859375,-64066.68359375,-7628.384765625,-27554.91796875,31381.625,-20386.59765625
23,7-Jan-13,11:30,-30167.447265625,-14388.94140625,-23995.513671875,-34640.63671875,-36623.125,-16669.302734375,-63000.60546875,-73712.3359375,-59355.7734375,-82162.28125,-11989.083984375,-47045.24609375,32251.837890625,-25120.138671875
24,7-Jan-13,12:00,-30741.9609375,-14412.6630859375,-23631.939453125,-33922.453125,-39795.94140625,-17503.466796875,-64707.0078125,-70657.21875,-61878.96875,-82324.3046875,-12033.927734375,-44738.5,34858.46875,-23017.458984375
25,7-Jan-13,12:30,-32168.447265625,-16430.544921875,-25456.267578125,-31610.50390625,-45346.3828125,-20061.896484375,-68839.9453125,-70891.3125,-65361.828125,-82152.296875,-11353.544921875,-50442.35546875,38733.421875,-21845.08203125
26,7-Jan-13,13:00,-35446.78515625,-14521.98828125,-28340.228515625,-33973.0390625,-46519.91796875,-21918.26953125,-70914.921875,-73371.6796875,-68793.609375,-86044.7578125,-12792.0859375,-50036.7734375,39889.3125,-21162.73046875
27,7-Jan-13,13:30,-38841.94140625,-16135.2744140625,-31253.212890625,-40096.52734375,-49190.0625,-22026.42578125,-77798.3125,-74612.6484375,-77312.75,-90422.171875,-13946.369140625,-52230.890625,42218.28515625,-19170.19921875
28,7-Jan-13,14:00,-33623.29296875,-19970.984375,-33784.38671875,-35285.1484375,-49584.3203125,-27404.72265625,-78649.875,-84106.0234375,-73037.7265625,-93100.6953125,-16407.125,-63458.51953125,40981.98828125,-26478.560546875
29,7-Jan-13,14:30,-25841.509765625,-21635.26953125,-30134.38671875,-16893.224609375,-47501.16796875,-22584.43359375,-69474.8828125,-71819.546875,-58762.15234375,-70701.8828125,-19047.947265625,-59444.6640625,46597.26953125,-26283.830078125
30,7-Jan-13,15:00,-22680.7578125,-19391.953125,-23613.91015625,-13452.181640625,-43053.1640625,-17521.470703125,-60109.97265625,-58586.93359375,-48503.734375,-57245.33984375,-20614.451171875,-48571.7265625,48411.76171875,-22369.244140625
31,7-Jan-13,15:30,-19440.43359375,-12089.2626953125,-9354.6083984375,-6312.04248046875,-29308.873046875,-14058.849609375,-32625.37109375,-28348.115234375,-26816.517578125,-31924.322265625,-13493.9150390625,-25280.193359375,54147.21875,-9164.9697265625
32,7-Jan-13,16:00,-13430.939453125,-2307.4208984375,-1705.871826171875,5713.75927734375,-12698.3359375,-7219.431640625,-11964.705078125,1835.92431640625,578.1407470703125,-3298.654052734375,-6490.02294921875,-6794.2041015625,56081.7109375,798.2588500976562
33,7-Jan-13,16:30,-4384.58251953125,8017.7880859375,-986.4376831054688,9150.8759765625,3349.212890625,-9287.8359375,6853.935546875,11318.041015625,20008.865234375,9767.9306640625,-552.1722412109375,6193.9638671875,53825.1484375,11981.3701171875
34,7-Jan-13,17:00,2131.7470703125,19755.76171875,9327.4228515625,20740.478515625,20144.04296875,2424.4736328125,32672.365234375,29440.9296875,47591.9296875,31994.1796875,7344.89404296875,27941.1640625,50716.046875,17799.2578125
35,7-Jan-13,17:30,17811.6171875,31591.40625,16862.15625,33220.30859375,39163.390625,23032.546875,65243.25390625,61932.109375,76093.2109375,72186.25,15836.9423828125,58588.95703125,52306.80078125,24511.931640625
36,7-Jan-13,18:00,38151.671875,41113.4609375,35089.921875,46348.05078125,66976.4453125,41686.19921875,106744.9765625,114917.0234375,110645.03125,130117.5625,26384.224609375,91347.5703125,66442.3046875,44458.390625
37,7-Jan-13,18:30,49332.2734375,45574.80859375,43543.7265625,60327.30859375,84004.0,47093.296875,133615.34375,139653.734375,142210.703125,160871.765625,34580.7734375,111073.625,61793.1484375,49699.5703125
38,7-Jan-13,19:00,68534.1953125,41938.26953125,51669.8359375,72180.546875,88164.5078125,53487.0234375,156592.5,148058.953125,162679.40625,186954.265625,29553.2265625,122802.3125,55713.55859375,50056.3125
39,7-Jan-13,19:30,67586.09375,40313.40625,49662.89453125,74465.9140625,83785.6953125,51318.08984375,152791.90625,149855.796875,159167.0625,189905.34375,29281.072265625,118270.15625,56177.9296875,55251.83203125
40,7-Jan-13,20:00,62460.0078125,44248.8203125,45645.3359375,75427.4921875,84361.828125,55402.90234375,146594.46875,155236.921875,153981.78125,193061.984375,29663.197265625,119336.53125,61525.1640625,58200.796875
41,7-Jan-13,20:30,67913.265625,47860.9609375,39122.19140625,60830.76953125,95867.3125,52614.359375,150663.359375,138098.75,150827.203125,182477.921875,27124.474609375,117520.203125,55291.6328125,53915.42578125
42,7-Jan-13,21:00,73027.5859375,52595.9140625,40782.70703125,55313.16015625,106927.703125,45384.93359375,162974.21875,128921.0859375,159371.3125,174822.421875,35108.96484375,114911.359375,49534.2734375,52325.015625
43,7-Jan-13,21:30,69276.96875,49031.47265625,38642.16796875,54770.984375,100731.4609375,42582.3828125,153970.0625,127385.421875,151615.28125,171691.796875,32780.875,108881.2734375,50696.5234375,53263.2578125
44,7-Jan-13,22:00,83099.09375,43836.25,40095.8984375,53718.53125,111748.9765625,45886.80078125,163343.390625,126725.1484375,161779.625,185271.546875,28686.888671875,109901.546875,47003.56640625,49578.0390625
45,7-Jan-13,22:30,74450.765625,43727.9921875,37995.54296875,50639.58984375,104856.640625,40007.69921875,151779.375,116811.6875,152545.234375,164056.1875,33062.3046875,100464.453125,42350.39453125,46178.921875
46,7-Jan-13,23:00,61016.5234375,34720.87109375,34418.484375,54712.91015625,82257.703125,34348.765625,128100.046875,109699.140625,131052.09375,150661.671875,28098.75390625,84581.3515625,44468.9375,43233.984375
47,7-Jan-13,23:30,49661.1484375,34372.20703125,31317.630859375,52310.79296875,69715.3125,25722.970703125,111737.71875,95776.125,113023.5546875,124366.4921875,32182.005859375,67321.71875,40447.90625,36281.703125
48,8-Jan-13,0:00,44382.81640625,30344.916015625,28734.8125,44302.078125,58928.953125,24820.962890625,100987.03125,84672.2109375,101304.6015625,110794.1640625,26660.3046875,63650.55859375,33798.34375,33899.7578125
49,8-Jan-13,0:30,47060.421875,27296.79296875,24541.33984375,48193.83984375,52350.83203125,27887.56640625,96306.5859375,80966.8984375,97370.671875,110756.1015625,24061.4921875,60621.61328125,31301.732421875,28879.337890625
50,8-Jan-13,1:00,44244.453125,22254.580078125,23031.28515625,40716.66796875,48245.53515625,27167.3984375,86854.3359375,75278.890625,85470.8515625,101386.1484375,19189.97265625,58035.7109375,27008.681640625,25816.9765625
51,8-Jan-13,1:30,37429.91015625,16422.595703125,21518.291015625,34889.1015625,40822.28515625,22044.3046875,74157.25,69974.9765625,73187.8359375,91697.8984375,15446.80859375,48843.58984375,27659.02734375,27069.115234375
52,8-Jan-13,2:00,34307.79296875,16148.623046875,21192.326171875,29321.384765625,39658.765625,22188.380859375,68982.0859375,65435.35546875,67680.5390625,83868.5546875,13646.2470703125,50202.265625,22679.1953125,24567.9609375
53,8-Jan-13,2:30,34475.328125,15226.4287109375,21178.087890625,30655.46875,38930.69921875,25052.96484375,70042.34375,70963.328125,68385.5703125,90900.015625,13696.2607421875,55065.8515625,23755.69140625,27428.892578125
54,8-Jan-13,3:00,32897.296875,15478.8359375,19757.408203125,28234.796875,38048.2734375,24442.77734375,66101.3203125,68084.28125,65477.61328125,86124.8359375,13458.19140625,54081.48046875,20865.103515625,25594.2734375
55,8-Jan-13,3:30,33542.0390625,15549.1201171875,19939.16015625,31979.998046875,37694.62109375,23828.677734375,67029.2109375,70603.203125,67730.3984375,89743.6171875,13507.9287109375,51790.71875,24906.05859375,27354.83203125
56,8-Jan-13,4:00,37402.0859375,14907.6728515625,19747.712890625,36679.27734375,38334.0859375,19229.84375,71462.7578125,63424.66796875,73645.9921875,87691.5234375,13811.9345703125,46525.0390625,21551.2890625,23671.65234375
57,8-Jan-13,4:30,37075.89453125,14986.8701171875,21780.9765625,34073.15234375,39674.2734375,18143.8125,72599.0078125,64699.3984375,71861.59375,85240.9609375,14492.5244140625,49027.83984375,22437.541015625,25236.15625
58,8-Jan-13,5:00,38158.16015625,15178.7890625,19570.53125,35087.87109375,37771.5625,18013.552734375,72330.875,62054.14453125,71543.4609375,85848.9296875,13544.220703125,45614.76171875,21665.3125,23545.62109375
59,8-Jan-13,5:30,36691.515625,16917.564453125,18260.42578125,34451.1875,39946.93359375,18121.587890625,71688.7265625,60613.609375,72659.703125,84784.78125,14924.6494140625,44766.4140625,22111.41015625,23901.697265625
60,8-Jan-13,6:00,41340.140625,18658.279296875,18016.99609375,35198.7890625,45693.796875,17995.5546875,76291.8046875,60399.54296875,78967.2578125,87995.3828125,16044.998046875,44984.52734375,22451.5,23393.830078125
61,8-Jan-13,6:30,37148.71875,21275.55078125,20082.357421875,31457.900390625,48789.12109375,18115.572265625,77288.03125,60547.625,79103.3515625,86999.15625,15690.884765625,48201.546875,26389.080078125,25480.2734375
62,8-Jan-13,7:00,35009.65625,20844.00390625,22021.59375,27723.025390625,48114.3671875,19077.6796875,75578.9375,64649.46875,76084.5703125,85510.5,17304.583984375,50110.36328125,30957.509765625,28883.8515625
63,8-Jan-13,7:30,33131.99609375,18715.5625,18493.58984375,20514.400390625,44212.796875,19601.794921875,66115.28125,53665.13671875,65607.8984375,73526.2421875,14512.521484375,45748.76953125,29546.89453125,22665.31640625
64,8-Jan-13,8:00,24985.912109375,17473.453125,14767.1572265625,11023.5009765625,36571.109375,18655.681640625,53496.13671875,47302.875,50926.35546875,60851.953125,11431.568359375,41067.265625,37661.18359375,23421.56640625
65,8-Jan-13,8:30,25324.029296875,16636.9296875,10710.5205078125,14346.4443359375,32893.51953125,17593.458984375,51540.01171875,35262.58203125,52118.65625,53362.4921875,11609.6220703125,34747.234375,35900.76953125,16249.2548828125
66,8-Jan-13,9:00,14868.7294921875,13585.1044921875,4151.92724609375,3717.1630859375,24811.052734375,13032.578125,31973.46484375,23162.26953125,35022.51171875,35789.078125,9486.962890625,25682.306640625,40629.91796875,16337.28515625
67,8-Jan-13,9:30,8366.91796875,7884.9267578125,2047.2716064453125,-2274.70849609375,13306.9296875,9627.90625,18258.259765625,-812.2901000976562,20173.65234375,10170.013671875,2276.711181640625,17367.623046875,35610.703125,3050.986328125
68,8-Jan-13,10:00,-438.4425964355469,12866.923828125,-3829.469482421875,-9154.853515625,9455.38671875,-276.0543518066406,10430.4248046875,-11498.1064453125,10458.533203125,-7663.51416015625,1538.48095703125,7006.265625,44256.76953125,2352.760986328125
69,8-Jan-13,10:30,18663.0,24141.263671875,-3579.7607421875,-3857.212646484375,33137.97265625,-412.08154296875,42341.87109375,-5273.8828125,39501.609375,16035.1728515625,9794.8828125,13068.2314453125,47297.5546875,6552.12158203125
70,8-Jan-13,11:00,18562.6015625,25547.162109375,-2448.953857421875,-2386.745361328125,33980.1875,-1220.2412109375,45078.51171875,-7174.5615234375,43376.54296875,15547.0712890625,7950.48388671875,15350.966796875,50094.2265625,8546.765625
71,8-Jan-13,11:30,23301.775390625,29997.953125,-9904.2275390625,3415.05224609375,42895.5625,-1184.2342529296875,48985.421875,445.9816589355469,58771.87890625,34432.80078125,9865.078125,15545.0244140625,59347.0859375,14784.7783203125
72,8-Jan-13,12:00,24058.07421875,25698.046875,-14786.29296875,6197.9814453125,34478.41015625,-3230.64404296875,41099.59765625,-1315.946044921875,53804.11328125,35387.0546875,1814.56591796875,14329.9228515625,61577.15234375,13630.4033203125
73,8-Jan-13,12:30,26081.388671875,41051.6015625,-15137.8701171875,9580.8701171875,44915.94921875,3420.67529296875,57435.40234375,5870.0947265625,68820.78125,45829.05078125,7426.31494140625,28161.123046875,76664.78125,17729.744140625
74,8-Jan-13,13:00,28708.6796875,51987.09375,-9492.51953125,22461.69921875,56418.4453125,4254.54345703125,80007.6328125,8502.671875,92722.1015625,55357.06640625,9324.41796875,41375.3984375,77342.8046875,15004.859375
75,8-Jan-13,13:30,28270.7890625,56969.94921875,-3840.215087890625,26696.380859375,59124.98046875,8293.6376953125,87698.6015625,8701.1083984375,99930.53125,53340.65625,17253.390625,41827.5546875,79165.5,9226.990234375
76,8-Jan-13,14:00,38276.3828125,55090.859375,8468.310546875,32566.509765625,67524.359375,24848.853515625,105174.640625,47927.12890625,112501.4375,92412.0546875,18141.90234375,67419.59375,89606.703125,22194.533203125
77,8-Jan-13,14:30,52609.7890625,57346.0625,13603.4912109375,54570.79296875,80454.7109375,40405.95703125,134072.515625,92735.1015625,144762.90625,153710.265625,18885.880859375,91700.5234375,94130.8671875,34931.33203125
78,8-Jan-13,15:00,76135.7578125,64666.59375,22494.53125,72546.7890625,96288.140625,44083.76953125,172943.015625,107994.4921875,178280.734375,185736.5,23715.40625,108239.015625,96985.6953125,43642.12109375
79,8-Jan-13,15:30,69684.3671875,78446.46875,31775.17578125,70261.953125,109453.4921875,56667.15234375,182354.859375,127541.53125,188220.359375,191493.6875,30961.630859375,131268.53125,104471.8515625,53843.44921875
80,8-Jan-13,16:00,77757.0546875,82104.4375,37157.0703125,62579.52734375,121103.4140625,67475.3046875,194619.765625,143078.96875,188870.484375,203668.171875,38854.078125,146293.15625,112535.828125,62400.09375
81,8-Jan-13,16:30,90581.96875,87245.9375,41054.3203125,78251.2109375,140156.125,67693.2109375,216290.9375,166345.484375,218010.0625,237516.375,45758.2109375,150049.359375,118691.5703125,75446.8984375
82,8-Jan-13,17:00,107211.953125,88408.4921875,67482.6796875,105274.9765625,154274.34375,86736.2421875,251140.953125,231186.15625,252494.515625,298499.90625,51261.76171875,186012.1875,129790.2734375,92948.0859375
83,8-Jan-13,17:30,122875.59375,103012.7421875,82726.6171875,116037.859375,181318.890625,101160.15625,289998.40625,271651.0,286303.125,340527.46875,58484.25,216612.3125,138385.5625,107893.0078125
84,8-Jan-13,18:00,132203.25,111855.6484375,99099.3046875,133082.546875,203137.859375,110048.6796875,325680.71875,326025.75,323202.28125,394030.0,63639.74609375,248328.828125,151969.953125,131901.734375
85,8-Jan-13,18:30,147024.71875,111392.9140625,109481.0078125,156186.9375,212312.09375,117702.8984375,355675.0,361944.90625,356139.09375,449136.71875,63761.6015625,268961.4375,167458.28125,153533.921875
86,8-Jan-13,19:00,148009.734375,106026.6640625,110586.0546875,158013.734375,214060.171875,124044.3203125,350231.1875,380731.40625,358220.875,470130.65625,64013.5625,273358.40625,175507.890625,164101.109375
87,8-Jan-13,19:30,160010.21875,113231.0,121288.8984375,154398.34375,230188.078125,129851.2265625,376139.375,385755.53125,378207.125,474334.15625,77818.0625,292264.375,168980.703125,165447.453125
88,8-Jan-13,20:00,163114.046875,127321.3828125,119820.6640625,152429.046875,247894.40625,118971.1171875,394502.4375,379957.65625,397404.5625,466842.6875,87446.9765625,297246.8125,159256.484375,164543.5625
89,8-Jan-13,20:30,163776.8125,119127.71875,112896.546875,154714.125,245527.15625,112738.171875,393874.90625,376672.78125,395452.4375,470760.96875,88693.3984375,291361.90625,157593.40625,166948.875
90,8-Jan-13,21:00,166269.546875,111337.0625,107885.1875,153451.734375,238010.875,114746.609375,377224.03125,378276.21875,377935.6875,472419.1875,89017.5625,276150.90625,163746.78125,166290.5625
91,8-Jan-13,21:30,162065.78125,108439.7265625,94343.140625,133796.5,232713.125,104040.2265625,362339.03125,337334.71875,359836.25,441397.8125,87445.078125,250124.09375,148131.453125,158470.046875
92,8-Jan-13,22:00,159964.734375,93202.1328125,85432.453125,131015.2578125,214881.609375,111576.9453125,340590.46875,333374.84375,342800.71875,442365.03125,75181.2734375,248282.234375,134290.875,149101.171875
93,8-Jan-13,22:30,141404.703125,79821.15625,74231.2109375,113982.2109375,198407.78125,89949.90625,294827.6875,282274.8125,304325.84375,389943.15625,59174.484375,208269.515625,121575.6484375,130565.125
94,8-Jan-13,23:00,128246.21875,72635.3203125,66841.3125,109343.6015625,178449.171875,76010.90625,266823.3125,249616.21875,275217.8125,348032.21875,52698.296875,179451.28125,111729.65625,112815.9140625
95,8-Jan-13,23:30,94508.0546875,68042.0390625,63497.00390625,98995.5703125,149733.828125,57201.0546875,228687.78125,201337.984375,237889.875,273010.71875,46701.83203125,157790.90625,86277.0859375,85305.53125
96,9-Jan-13,0:00,96718.9296875,55757.1796875,56276.70703125,94058.8046875,129924.59375,53802.71484375,208739.4375,186234.40625,216146.875,260887.96875,36687.203125,142744.265625,81849.3203125,83413.046875
97,9-Jan-13,0:30,85643.7890625,42371.328125,47867.5703125,85830.6171875,102955.0390625,54493.0546875,173471.328125,177129.34375,184473.75,242171.125,27778.697265625,126260.8828125,77361.2734375,78191.328125
98,9-Jan-13,1:00,86940.453125,37580.546875,44595.76171875,84460.078125,97248.1875,57779.15625,168964.0625,171634.78125,180201.71875,240438.453125,25205.86328125,123193.875,66374.1796875,70318.765625
99,9-Jan-13,1:30,81958.7734375,35651.33203125,38681.390625,73844.5234375,91559.8828125,51495.9921875,156122.65625,159556.953125,163143.53125,222073.0625,25744.044921875,109107.2421875,66998.3125,69802.5546875
100,9-Jan-13,2:00,72225.8359375,33190.859375,33063.0859375,70213.6640625,81022.9609375,47663.3515625,140419.015625,150657.640625,148448.203125,205128.234375,24773.69921875,101880.7421875,60750.8828125,64736.77734375
101,9-Jan-13,2:30,70005.7265625,28441.28125,34831.54296875,72596.9765625,72723.5390625,54877.87109375,134035.671875,158874.765625,143916.34375,208984.890625,22521.00390625,108679.1484375,57196.5078125,64063.6171875
102,9-Jan-13,3:00,64795.1796875,36512.71484375,39642.53125,65826.09375,83701.2890625,53169.0859375,140450.609375,147064.53125,147657.484375,192872.609375,24535.568359375,112362.9140625,52415.36328125,56672.40625
103,9-Jan-13,3:30,61271.3046875,32592.490234375,38708.67578125,58493.5546875,78651.8125,49635.2421875,133065.484375,136876.84375,136075.609375,181194.5,22757.068359375,106226.2421875,51312.9296875,55966.1953125
104,9-Jan-13,4:00,61260.83203125,30029.62109375,37914.09375,58882.4375,75409.8515625,41236.71484375,129531.5859375,121835.46875,132597.359375,166876.25,18395.685546875,98357.7890625,46239.6875,49447.9921875
105,9-Jan-13,4:30,58210.66015625,27070.263671875,33287.0859375,58980.40234375,64532.7734375,40818.62109375,119138.6875,125364.75,121131.421875,164326.0,20604.4296875,90393.3203125,47629.30859375,50814.4765625
106,9-Jan-13,5:00,59040.4296875,25187.109375,29997.57421875,58738.15625,58807.1875,37273.59765625,114802.1875,121295.8515625,116666.703125,162785.1875,20328.330078125,85105.5703125,45039.22265625,53067.19140625
107,9-Jan-13,5:30,56540.33984375,24774.099609375,28280.927734375,53786.23046875,58538.26171875,35626.53125,109764.640625,112690.28125,111991.21875,152896.0625,20270.353515625,80592.1328125,41372.4609375,49554.06640625
108,9-Jan-13,6:00,51026.57421875,23194.935546875,25477.74609375,50191.33984375,54410.83984375,28180.8828125,101397.0859375,100819.7890625,104751.625,139188.078125,19305.84375,69962.625,40819.94921875,46999.19921875
109,9-Jan-13,6:30,47498.875,21068.990234375,22633.53125,46342.56640625,50530.38671875,23735.888671875,93768.0390625,89466.453125,96565.625,128371.4296875,16211.9208984375,62512.23828125,37831.296875,44482.40234375
110,9-Jan-13,7:00,51627.81640625,20377.30078125,25279.021484375,41208.92578125,59915.4296875,23336.60546875,99215.2578125,85682.5859375,101458.828125,128433.34375,14520.541015625,62556.2890625,38126.67578125,41759.546875
111,9-Jan-13,7:30,41042.86328125,18642.6953125,20600.6640625,34652.88671875,46906.10546875,22882.439453125,80428.578125,82235.3203125,82360.078125,112815.8828125,13436.1787109375,56232.1875,42698.453125,40981.25390625
112,9-Jan-13,8:00,29002.181640625,15406.5859375,18203.533203125,26558.359375,31084.875,22916.341796875,60480.390625,56738.24609375,59044.546875,75638.71875,10931.3994140625,47905.47265625,34380.5078125,23543.607421875
113,9-Jan-13,8:30,27488.412109375,11912.5283203125,13507.06640625,24667.27734375,23894.634765625,18249.49609375,53308.29296875,45576.15234375,51684.5390625,65356.50390625,11479.5908203125,37084.01953125,34856.49609375,20036.4921875
114,9-Jan-13,9:00,25491.078125,8906.0390625,8401.13671875,18985.982421875,22307.931640625,17531.35546875,44446.359375,30598.759765625,45497.0546875,51430.125,9016.81640625,29445.5390625,34996.54296875,11873.8466796875
115,9-Jan-13,9:30,19225.349609375,4927.66015625,1225.2191162109375,15271.8896484375,13090.681640625,7505.4716796875,29730.919921875,13466.8935546875,32589.900390625,31490.17578125,7940.47412109375,15110.8857421875,31683.716796875,6228.013671875
116,9-Jan-13,10:00,11018.4970703125,-1709.6163330078125,-598.3538208007812,6505.95703125,2054.74755859375,3872.764404296875,13599.1650390625,-1871.9232177734375,12433.0224609375,11286.2275390625,1432.446533203125,6073.96533203125,32141.84765625,748.2421264648438
117,9-Jan-13,10:30,11281.705078125,-1494.66845703125,-141.8209686279297,5189.5126953125,1746.8284912109375,-56.01076889038086,12636.876953125,-13857.4697265625,15902.0517578125,-2758.530517578125,1216.4898681640625,83.85601806640625,28041.126953125,-8796.8974609375
118,9-Jan-13,11:00,2838.60400390625,-6355.14501953125,-4457.4775390625,1532.485595703125,-12027.41015625,-2686.53076171875,-5014.767578125,-21261.154296875,645.7604370117188,-16021.095703125,-3030.238037109375,-9495.7001953125,29682.583984375,-11264.6650390625
119,9-Jan-13,11:30,-1817.249267578125,-7858.419921875,-9670.25390625,-2434.7666015625,-17428.369140625,-1990.3936767578125,-16657.87890625,-24036.580078125,-12108.9296875,-23454.638671875,-4377.3681640625,-13331.4970703125,29979.28515625,-16277.826171875
120,9-Jan-13,12:00,-2589.040283203125,-6872.6318359375,-13592.4169921875,3775.174560546875,-21427.578125,-4116.8154296875,-16489.837890625,-24912.89453125,-13559.2900390625,-18845.732421875,-9476.9609375,-12660.0908203125,31581.697265625,-15340.9638671875
121,9-Jan-13,12:30,-5833.40380859375,-11228.783203125,-14141.134765625,2968.9365234375,-28988.306640625,-5731.13330078125,-24947.8046875,-27289.744140625,-21029.095703125,-23342.619140625,-9214.8798828125,-19096.17578125,35056.52734375,-13816.46875
122,9-Jan-13,13:00,-11236.3837890625,-8606.171875,-20533.40625,266.02764892578125,-30218.38671875,-12396.4453125,-32423.5390625,-42847.30078125,-27748.712890625,-40431.9765625,-5974.53955078125,-34079.01953125,34356.34765625,-20850.75
123,9-Jan-13,13:30,-15724.41015625,-10093.71484375,-21483.52734375,-13488.2041015625,-29286.50390625,-12952.634765625,-40209.44140625,-49865.796875,-35568.65234375,-53668.62890625,-5471.966796875,-32742.60546875,30775.505859375,-19918.451171875
